#    L    TT             EE             BB             TE          
  1172   0.116231E+04   0.139852E+02   0.994420E-01  -0.115911E+02
  1173   0.115896E+04   0.140662E+02   0.994095E-01  -0.108717E+02
  1174   0.115555E+04   0.141511E+02   0.993759E-01  -0.101636E+02
  1175   0.115208E+04   0.142399E+02   0.993412E-01  -0.946715E+01
  1176   0.114857E+04   0.143324E+02   0.993053E-01  -0.878253E+01
  1177   0.114500E+04   0.144287E+02   0.992684E-01  -0.811002E+01
  1178   0.114138E+04   0.145287E+02   0.992303E-01  -0.744988E+01
  1179   0.113772E+04   0.146322E+02   0.991911E-01  -0.680237E+01
  1180   0.113400E+04   0.147394E+02   0.991507E-01  -0.616775E+01
  1181   0.113024E+04   0.148499E+02   0.991093E-01  -0.554625E+01
  1182   0.112643E+04   0.149639E+02   0.990669E-01  -0.493809E+01
  1183   0.112258E+04   0.150813E+02   0.990233E-01  -0.434350E+01
  1184   0.111869E+04   0.152020E+02   0.989786E-01  -0.376271E+01
  1185   0.111475E+04   0.153258E+02   0.989330E-01  -0.319595E+01
  1186   0.111077E+04   0.154528E+02   0.988862E-01  -0.264345E+01
  1187   0.110676E+04   0.155829E+02   0.988384E-01  -0.210543E+01
  1188   0.110270E+04   0.157159E+02   0.987896E-01  -0.158204E+01
  1189   0.109861E+04   0.158519E+02   0.987398E-01  -0.107347E+01
  1190   0.109448E+04   0.159908E+02   0.986889E-01  -0.579873E+00
  1191   0.109032E+04   0.161324E+02   0.986371E-01  -0.101400E+00
  1192   0.108613E+04   0.162767E+02   0.985843E-01   0.361775E+00
  1193   0.108190E+04   0.164237E+02   0.985305E-01   0.809503E+00
  1194   0.107766E+04   0.165732E+02   0.984757E-01   0.124161E+01
  1195   0.107338E+04   0.167251E+02   0.984200E-01   0.165799E+01
  1196   0.106907E+04   0.168795E+02   0.983634E-01   0.205850E+01
  1197   0.106474E+04   0.170362E+02   0.983058E-01   0.244305E+01
  1198   0.106039E+04   0.171950E+02   0.982473E-01   0.281151E+01
  1199   0.105601E+04   0.173560E+02   0.981879E-01   0.316370E+01
  1200   0.105161E+04   0.175191E+02   0.981277E-01   0.349963E+01
  1201   0.104720E+04   0.176842E+02   0.980665E-01   0.381903E+01
  1202   0.104277E+04   0.178512E+02   0.980045E-01   0.412202E+01
  1203   0.103831E+04   0.180199E+02   0.979417E-01   0.440838E+01
  1204   0.103385E+04   0.181904E+02   0.978780E-01   0.467816E+01
  1205   0.102937E+04   0.183625E+02   0.978136E-01   0.493122E+01
  1206   0.102488E+04   0.185363E+02   0.977483E-01   0.516759E+01
  1207   0.102038E+04   0.187114E+02   0.976822E-01   0.538721E+01
  1208   0.101588E+04   0.188880E+02   0.976154E-01   0.558996E+01
  1209   0.101137E+04   0.190659E+02   0.975478E-01   0.577593E+01
  1210   0.100684E+04   0.192450E+02   0.974795E-01   0.594499E+01
  1211   0.100232E+04   0.194252E+02   0.974105E-01   0.609731E+01
  1212   0.997791E+03   0.196064E+02   0.973408E-01   0.623282E+01
  1213   0.993262E+03   0.197887E+02   0.972703E-01   0.635146E+01
  1214   0.988733E+03   0.199719E+02   0.971992E-01   0.645326E+01
  1215   0.984215E+03   0.201558E+02   0.971275E-01   0.653829E+01
  1216   0.979689E+03   0.203405E+02   0.970551E-01   0.660649E+01
  1217   0.975173E+03   0.205257E+02   0.969821E-01   0.665795E+01
  1218   0.970665E+03   0.207115E+02   0.969085E-01   0.669267E+01
  1219   0.966165E+03   0.208977E+02   0.968343E-01   0.671059E+01
  1220   0.961665E+03   0.210843E+02   0.967595E-01   0.671193E+01
  1221   0.957188E+03   0.212710E+02   0.966842E-01   0.669647E+01
  1222   0.952710E+03   0.214580E+02   0.966083E-01   0.666444E+01
  1223   0.948255E+03   0.216450E+02   0.965320E-01   0.661592E+01
  1224   0.943806E+03   0.218321E+02   0.964551E-01   0.655090E+01
  1225   0.939379E+03   0.220191E+02   0.963778E-01   0.646969E+01
  1226   0.934965E+03   0.222059E+02   0.963000E-01   0.637228E+01
  1227   0.930572E+03   0.223924E+02   0.962217E-01   0.625873E+01
  1228   0.926200E+03   0.225786E+02   0.961431E-01   0.612935E+01
  1229   0.921856E+03   0.227645E+02   0.960640E-01   0.598412E+01
  1230   0.917532E+03   0.229498E+02   0.959846E-01   0.582319E+01
  1231   0.913228E+03   0.231346E+02   0.959048E-01   0.564662E+01
  1232   0.908951E+03   0.233188E+02   0.958246E-01   0.545470E+01
  1233   0.904708E+03   0.235021E+02   0.957441E-01   0.524734E+01
  1234   0.900484E+03   0.236847E+02   0.956633E-01   0.502483E+01
  1235   0.896294E+03   0.238663E+02   0.955823E-01   0.478715E+01
  1236   0.892130E+03   0.240470E+02   0.955009E-01   0.453452E+01
  1237   0.888000E+03   0.242264E+02   0.954194E-01   0.426706E+01
  1238   0.883902E+03   0.244048E+02   0.953376E-01   0.398498E+01
  1239   0.879838E+03   0.245819E+02   0.952555E-01   0.368840E+01
  1240   0.875805E+03   0.247577E+02   0.951733E-01   0.337754E+01
  1241   0.871813E+03   0.249321E+02   0.950910E-01   0.305259E+01
  1242   0.867860E+03   0.251050E+02   0.950084E-01   0.271375E+01
  1243   0.863939E+03   0.252764E+02   0.949258E-01   0.236115E+01
  1244   0.860058E+03   0.254461E+02   0.948430E-01   0.199492E+01
  1245   0.856215E+03   0.256140E+02   0.947602E-01   0.161538E+01
  1246   0.852418E+03   0.257803E+02   0.946772E-01   0.122267E+01
  1247   0.848659E+03   0.259446E+02   0.945943E-01   0.816999E+00
  1248   0.844946E+03   0.261070E+02   0.945113E-01   0.398563E+00
  1249   0.841272E+03   0.262672E+02   0.944282E-01  -0.324499E-01
  1250   0.837649E+03   0.264254E+02   0.943452E-01  -0.475817E+00
  1251   0.834065E+03   0.265815E+02   0.942622E-01  -0.931289E+00
  1252   0.830525E+03   0.267353E+02   0.941793E-01  -0.139859E+01
  1253   0.827037E+03   0.268868E+02   0.940964E-01  -0.187744E+01
  1254   0.823594E+03   0.270361E+02   0.940136E-01  -0.236757E+01
  1255   0.820202E+03   0.271829E+02   0.939309E-01  -0.286870E+01
  1256   0.816861E+03   0.273273E+02   0.938483E-01  -0.338057E+01
  1257   0.813572E+03   0.274692E+02   0.937659E-01  -0.390292E+01
  1258   0.810334E+03   0.276086E+02   0.936836E-01  -0.443545E+01
  1259   0.807140E+03   0.277453E+02   0.936015E-01  -0.497792E+01
  1260   0.804010E+03   0.278795E+02   0.935195E-01  -0.553005E+01
  1261   0.800925E+03   0.280108E+02   0.934378E-01  -0.609158E+01
  1262   0.797897E+03   0.281394E+02   0.933563E-01  -0.666225E+01
  1263   0.794926E+03   0.282651E+02   0.932750E-01  -0.724179E+01
  1264   0.792006E+03   0.283880E+02   0.931940E-01  -0.782992E+01
  1265   0.789143E+03   0.285079E+02   0.931133E-01  -0.842637E+01
  1266   0.786329E+03   0.286248E+02   0.930328E-01  -0.903080E+01
  1267   0.783581E+03   0.287387E+02   0.929527E-01  -0.964295E+01
  1268   0.780889E+03   0.288495E+02   0.928728E-01  -0.102625E+02
  1269   0.778254E+03   0.289572E+02   0.927933E-01  -0.108891E+02
  1270   0.775675E+03   0.290618E+02   0.927142E-01  -0.115226E+02
  1271   0.773153E+03   0.291632E+02   0.926354E-01  -0.121625E+02
  1272   0.770695E+03   0.292613E+02   0.925570E-01  -0.128087E+02
  1273   0.768294E+03   0.293561E+02   0.924790E-01  -0.134607E+02
  1274   0.765948E+03   0.294476E+02   0.924014E-01  -0.141183E+02
  1275   0.763664E+03   0.295359E+02   0.923242E-01  -0.147812E+02
  1276   0.761441E+03   0.296207E+02   0.922474E-01  -0.154491E+02
  1277   0.759279E+03   0.297021E+02   0.921711E-01  -0.161217E+02
  1278   0.757176E+03   0.297801E+02   0.920952E-01  -0.167985E+02
  1279   0.755134E+03   0.298546E+02   0.920198E-01  -0.174795E+02
  1280   0.753153E+03   0.299256E+02   0.919449E-01  -0.181643E+02
  1281   0.751233E+03   0.299930E+02   0.918705E-01  -0.188525E+02
  1282   0.749373E+03   0.300569E+02   0.917966E-01  -0.195439E+02
  1283   0.747574E+03   0.301172E+02   0.917232E-01  -0.202381E+02
  1284   0.745836E+03   0.301737E+02   0.916503E-01  -0.209348E+02
  1285   0.744159E+03   0.302266E+02   0.915780E-01  -0.216337E+02
  1286   0.742542E+03   0.302758E+02   0.915062E-01  -0.223345E+02
  1287   0.740987E+03   0.303213E+02   0.914349E-01  -0.230370E+02
  1288   0.739492E+03   0.303631E+02   0.913643E-01  -0.237407E+02
  1289   0.738058E+03   0.304012E+02   0.912942E-01  -0.244454E+02
  1290   0.736685E+03   0.304356E+02   0.912247E-01  -0.251507E+02
  1291   0.735373E+03   0.304662E+02   0.911557E-01  -0.258563E+02
  1292   0.734121E+03   0.304932E+02   0.910874E-01  -0.265619E+02
  1293   0.732929E+03   0.305164E+02   0.910197E-01  -0.272672E+02
  1294   0.731799E+03   0.305359E+02   0.909526E-01  -0.279719E+02
  1295   0.730727E+03   0.305516E+02   0.908862E-01  -0.286758E+02
  1296   0.729716E+03   0.305636E+02   0.908203E-01  -0.293784E+02
  1297   0.728764E+03   0.305718E+02   0.907551E-01  -0.300795E+02
  1298   0.727871E+03   0.305762E+02   0.906906E-01  -0.307788E+02
  1299   0.727036E+03   0.305768E+02   0.906267E-01  -0.314761E+02
  1300   0.726259E+03   0.305736E+02   0.905634E-01  -0.321710E+02
  1301   0.725541E+03   0.305666E+02   0.905008E-01  -0.328633E+02
  1302   0.724880E+03   0.305559E+02   0.904389E-01  -0.335525E+02
  1303   0.724276E+03   0.305414E+02   0.903777E-01  -0.342385E+02
  1304   0.723728E+03   0.305231E+02   0.903172E-01  -0.349210E+02
  1305   0.723237E+03   0.305012E+02   0.902573E-01  -0.355998E+02
  1306   0.722801E+03   0.304756E+02   0.901981E-01  -0.362743E+02
  1307   0.722421E+03   0.304463E+02   0.901396E-01  -0.369445E+02
  1308   0.722095E+03   0.304133E+02   0.900818E-01  -0.376101E+02
  1309   0.721823E+03   0.303766E+02   0.900247E-01  -0.382708E+02
  1310   0.721604E+03   0.303363E+02   0.899683E-01  -0.389261E+02
  1311   0.721439E+03   0.302923E+02   0.899126E-01  -0.395760E+02
  1312   0.721325E+03   0.302447E+02   0.898576E-01  -0.402202E+02
  1313   0.721263E+03   0.301934E+02   0.898034E-01  -0.408582E+02
  1314   0.721252E+03   0.301386E+02   0.897498E-01  -0.414901E+02
  1315   0.721291E+03   0.300802E+02   0.896970E-01  -0.421153E+02
  1316   0.721379E+03   0.300183E+02   0.896448E-01  -0.427337E+02
  1317   0.721516E+03   0.299531E+02   0.895934E-01  -0.433452E+02
  1318   0.721701E+03   0.298843E+02   0.895427E-01  -0.439493E+02
  1319   0.721934E+03   0.298122E+02   0.894927E-01  -0.445459E+02
  1320   0.722213E+03   0.297368E+02   0.894434E-01  -0.451348E+02
  1321   0.722538E+03   0.296581E+02   0.893948E-01  -0.457157E+02
  1322   0.722909E+03   0.295761E+02   0.893470E-01  -0.462884E+02
  1323   0.723323E+03   0.294910E+02   0.892998E-01  -0.468526E+02
  1324   0.723781E+03   0.294026E+02   0.892534E-01  -0.474081E+02
  1325   0.724282E+03   0.293110E+02   0.892077E-01  -0.479548E+02
  1326   0.724824E+03   0.292164E+02   0.891627E-01  -0.484923E+02
  1327   0.725407E+03   0.291186E+02   0.891183E-01  -0.490205E+02
  1328   0.726030E+03   0.290177E+02   0.890747E-01  -0.495392E+02
  1329   0.726691E+03   0.289139E+02   0.890318E-01  -0.500481E+02
  1330   0.727391E+03   0.288071E+02   0.889895E-01  -0.505471E+02
  1331   0.728128E+03   0.286973E+02   0.889480E-01  -0.510361E+02
  1332   0.728901E+03   0.285847E+02   0.889071E-01  -0.515147E+02
  1333   0.729709E+03   0.284692E+02   0.888669E-01  -0.519829E+02
  1334   0.730552E+03   0.283511E+02   0.888274E-01  -0.524403E+02
  1335   0.731427E+03   0.282301E+02   0.887885E-01  -0.528869E+02
  1336   0.732335E+03   0.281065E+02   0.887503E-01  -0.533226E+02
  1337   0.733274E+03   0.279802E+02   0.887128E-01  -0.537470E+02
  1338   0.734244E+03   0.278515E+02   0.886759E-01  -0.541602E+02
  1339   0.735244E+03   0.277201E+02   0.886396E-01  -0.545619E+02
  1340   0.736270E+03   0.275863E+02   0.886040E-01  -0.549520E+02
  1341   0.737325E+03   0.274500E+02   0.885690E-01  -0.553303E+02
  1342   0.738406E+03   0.273115E+02   0.885346E-01  -0.556966E+02
  1343   0.739512E+03   0.271705E+02   0.885009E-01  -0.560510E+02
  1344   0.740642E+03   0.270274E+02   0.884677E-01  -0.563931E+02
  1345   0.741794E+03   0.268819E+02   0.884351E-01  -0.567228E+02
  1346   0.742969E+03   0.267343E+02   0.884031E-01  -0.570402E+02
  1347   0.744164E+03   0.265846E+02   0.883717E-01  -0.573449E+02
  1348   0.745379E+03   0.264328E+02   0.883408E-01  -0.576369E+02
  1349   0.746612E+03   0.262790E+02   0.883105E-01  -0.579160E+02
  1350   0.747863E+03   0.261233E+02   0.882807E-01  -0.581823E+02
  1351   0.749131E+03   0.259657E+02   0.882515E-01  -0.584357E+02
  1352   0.750413E+03   0.258064E+02   0.882228E-01  -0.586761E+02
  1353   0.751713E+03   0.256452E+02   0.881946E-01  -0.589035E+02
  1354   0.753020E+03   0.254826E+02   0.881669E-01  -0.591179E+02
  1355   0.754345E+03   0.253183E+02   0.881397E-01  -0.593191E+02
  1356   0.755681E+03   0.251526E+02   0.881129E-01  -0.595072E+02
  1357   0.757029E+03   0.249855E+02   0.880867E-01  -0.596822E+02
  1358   0.758388E+03   0.248169E+02   0.880609E-01  -0.598438E+02
  1359   0.759751E+03   0.246470E+02   0.880355E-01  -0.599922E+02
  1360   0.761119E+03   0.244760E+02   0.880105E-01  -0.601272E+02
  1361   0.762492E+03   0.243037E+02   0.879860E-01  -0.602487E+02
  1362   0.763878E+03   0.241303E+02   0.879619E-01  -0.603569E+02
  1363   0.765261E+03   0.239559E+02   0.879382E-01  -0.604516E+02
  1364   0.766650E+03   0.237805E+02   0.879148E-01  -0.605329E+02
  1365   0.768045E+03   0.236041E+02   0.878918E-01  -0.606008E+02
  1366   0.769431E+03   0.234269E+02   0.878692E-01  -0.606552E+02
  1367   0.770823E+03   0.232489E+02   0.878469E-01  -0.606961E+02
  1368   0.772214E+03   0.230702E+02   0.878250E-01  -0.607236E+02
  1369   0.773597E+03   0.228908E+02   0.878033E-01  -0.607377E+02
  1370   0.774987E+03   0.227110E+02   0.877820E-01  -0.607383E+02
  1371   0.776362E+03   0.225305E+02   0.877610E-01  -0.607257E+02
  1372   0.777736E+03   0.223497E+02   0.877402E-01  -0.606997E+02
  1373   0.779104E+03   0.221685E+02   0.877197E-01  -0.606604E+02
  1374   0.780465E+03   0.219870E+02   0.876994E-01  -0.606080E+02
  1375   0.781811E+03   0.218053E+02   0.876794E-01  -0.605424E+02
  1376   0.783151E+03   0.216234E+02   0.876596E-01  -0.604635E+02
  1377   0.784485E+03   0.214414E+02   0.876400E-01  -0.603717E+02
  1378   0.785805E+03   0.212595E+02   0.876206E-01  -0.602668E+02
  1379   0.787112E+03   0.210775E+02   0.876014E-01  -0.601489E+02
  1380   0.788399E+03   0.208957E+02   0.875823E-01  -0.600180E+02
  1381   0.789680E+03   0.207140E+02   0.875634E-01  -0.598743E+02
  1382   0.790941E+03   0.205325E+02   0.875447E-01  -0.597177E+02
  1383   0.792182E+03   0.203512E+02   0.875260E-01  -0.595482E+02
  1384   0.793404E+03   0.201703E+02   0.875075E-01  -0.593660E+02
  1385   0.794614E+03   0.199898E+02   0.874891E-01  -0.591712E+02
  1386   0.795805E+03   0.198098E+02   0.874708E-01  -0.589641E+02
  1387   0.796970E+03   0.196304E+02   0.874525E-01  -0.587447E+02
  1388   0.798115E+03   0.194516E+02   0.874343E-01  -0.585131E+02
  1389   0.799235E+03   0.192735E+02   0.874161E-01  -0.582695E+02
  1390   0.800337E+03   0.190962E+02   0.873980E-01  -0.580141E+02
  1391   0.801413E+03   0.189197E+02   0.873798E-01  -0.577469E+02
  1392   0.802464E+03   0.187441E+02   0.873617E-01  -0.574681E+02
  1393   0.803498E+03   0.185694E+02   0.873436E-01  -0.571777E+02
  1394   0.804499E+03   0.183957E+02   0.873254E-01  -0.568759E+02
  1395   0.805468E+03   0.182232E+02   0.873072E-01  -0.565629E+02
  1396   0.806412E+03   0.180516E+02   0.872889E-01  -0.562386E+02
  1397   0.807333E+03   0.178813E+02   0.872706E-01  -0.559033E+02
  1398   0.808214E+03   0.177122E+02   0.872522E-01  -0.555569E+02
  1399   0.809072E+03   0.175444E+02   0.872337E-01  -0.551999E+02
  1400   0.809891E+03   0.173779E+02   0.872150E-01  -0.548324E+02
  1401   0.810686E+03   0.172127E+02   0.871963E-01  -0.544545E+02
  1402   0.811444E+03   0.170491E+02   0.871774E-01  -0.540663E+02
  1403   0.812171E+03   0.168869E+02   0.871584E-01  -0.536681E+02
  1404   0.812867E+03   0.167263E+02   0.871392E-01  -0.532600E+02
  1405   0.813526E+03   0.165673E+02   0.871198E-01  -0.528422E+02
  1406   0.814148E+03   0.164100E+02   0.871003E-01  -0.524149E+02
  1407   0.814733E+03   0.162543E+02   0.870805E-01  -0.519782E+02
  1408   0.815287E+03   0.161004E+02   0.870605E-01  -0.515324E+02
  1409   0.815798E+03   0.159483E+02   0.870403E-01  -0.510775E+02
  1410   0.816279E+03   0.157980E+02   0.870198E-01  -0.506139E+02
  1411   0.816716E+03   0.156496E+02   0.869991E-01  -0.501415E+02
  1412   0.817117E+03   0.155031E+02   0.869781E-01  -0.496608E+02
  1413   0.817474E+03   0.153587E+02   0.869568E-01  -0.491718E+02
  1414   0.817795E+03   0.152162E+02   0.869352E-01  -0.486749E+02
  1415   0.818073E+03   0.150759E+02   0.869133E-01  -0.481702E+02
  1416   0.818315E+03   0.149376E+02   0.868911E-01  -0.476581E+02
  1417   0.818513E+03   0.148016E+02   0.868686E-01  -0.471386E+02
  1418   0.818677E+03   0.146677E+02   0.868457E-01  -0.466122E+02
  1419   0.818797E+03   0.145361E+02   0.868224E-01  -0.460788E+02
  1420   0.818875E+03   0.144068E+02   0.867988E-01  -0.455389E+02
  1421   0.818910E+03   0.142798E+02   0.867748E-01  -0.449927E+02
  1422   0.818903E+03   0.141552E+02   0.867504E-01  -0.444401E+02
  1423   0.818861E+03   0.140329E+02   0.867256E-01  -0.438816E+02
  1424   0.818770E+03   0.139131E+02   0.867003E-01  -0.433173E+02
  1425   0.818636E+03   0.137958E+02   0.866747E-01  -0.427475E+02
  1426   0.818461E+03   0.136810E+02   0.866486E-01  -0.421724E+02
  1427   0.818236E+03   0.135686E+02   0.866220E-01  -0.415922E+02
  1428   0.817969E+03   0.134588E+02   0.865950E-01  -0.410070E+02
  1429   0.817661E+03   0.133516E+02   0.865675E-01  -0.404173E+02
  1430   0.817311E+03   0.132469E+02   0.865396E-01  -0.398231E+02
  1431   0.816912E+03   0.131450E+02   0.865111E-01  -0.392248E+02
  1432   0.816472E+03   0.130457E+02   0.864821E-01  -0.386225E+02
  1433   0.815983E+03   0.129491E+02   0.864527E-01  -0.380165E+02
  1434   0.815453E+03   0.128551E+02   0.864227E-01  -0.374070E+02
  1435   0.814874E+03   0.127639E+02   0.863922E-01  -0.367942E+02
  1436   0.814254E+03   0.126754E+02   0.863611E-01  -0.361785E+02
  1437   0.813585E+03   0.125896E+02   0.863295E-01  -0.355600E+02
  1438   0.812868E+03   0.125067E+02   0.862974E-01  -0.349389E+02
  1439   0.812110E+03   0.124266E+02   0.862647E-01  -0.343155E+02
  1440   0.811311E+03   0.123493E+02   0.862314E-01  -0.336901E+02
  1441   0.810464E+03   0.122748E+02   0.861976E-01  -0.330627E+02
  1442   0.809568E+03   0.122031E+02   0.861631E-01  -0.324338E+02
  1443   0.808624E+03   0.121343E+02   0.861281E-01  -0.318034E+02
  1444   0.807639E+03   0.120683E+02   0.860925E-01  -0.311719E+02
  1445   0.806606E+03   0.120052E+02   0.860563E-01  -0.305394E+02
  1446   0.805525E+03   0.119450E+02   0.860195E-01  -0.299062E+02
  1447   0.804403E+03   0.118876E+02   0.859820E-01  -0.292725E+02
  1448   0.803233E+03   0.118331E+02   0.859440E-01  -0.286385E+02
  1449   0.802015E+03   0.117816E+02   0.859053E-01  -0.280046E+02
  1450   0.800755E+03   0.117329E+02   0.858660E-01  -0.273709E+02
  1451   0.799455E+03   0.116871E+02   0.858261E-01  -0.267377E+02
  1452   0.798107E+03   0.116442E+02   0.857855E-01  -0.261053E+02
  1453   0.796711E+03   0.116042E+02   0.857443E-01  -0.254738E+02
  1454   0.795273E+03   0.115672E+02   0.857025E-01  -0.248436E+02
  1455   0.793795E+03   0.115330E+02   0.856600E-01  -0.242148E+02
  1456   0.792276E+03   0.115017E+02   0.856169E-01  -0.235875E+02
  1457   0.790715E+03   0.114733E+02   0.855731E-01  -0.229621E+02
  1458   0.789107E+03   0.114477E+02   0.855286E-01  -0.223387E+02
  1459   0.787457E+03   0.114250E+02   0.854835E-01  -0.217176E+02
  1460   0.785766E+03   0.114052E+02   0.854378E-01  -0.210989E+02
  1461   0.784034E+03   0.113882E+02   0.853914E-01  -0.204829E+02
  1462   0.782261E+03   0.113740E+02   0.853443E-01  -0.198698E+02
  1463   0.780447E+03   0.113627E+02   0.852966E-01  -0.192598E+02
  1464   0.778591E+03   0.113541E+02   0.852482E-01  -0.186531E+02
  1465   0.776693E+03   0.113484E+02   0.851991E-01  -0.180498E+02
  1466   0.774762E+03   0.113454E+02   0.851494E-01  -0.174503E+02
  1467   0.772789E+03   0.113452E+02   0.850990E-01  -0.168547E+02
  1468   0.770782E+03   0.113478E+02   0.850479E-01  -0.162632E+02
  1469   0.768733E+03   0.113530E+02   0.849962E-01  -0.156760E+02
  1470   0.766642E+03   0.113610E+02   0.849438E-01  -0.150933E+02
  1471   0.764525E+03   0.113716E+02   0.848908E-01  -0.145153E+02
  1472   0.762365E+03   0.113849E+02   0.848371E-01  -0.139422E+02
  1473   0.760163E+03   0.114008E+02   0.847827E-01  -0.133741E+02
  1474   0.757934E+03   0.114194E+02   0.847277E-01  -0.128113E+02
  1475   0.755662E+03   0.114405E+02   0.846720E-01  -0.122540E+02
  1476   0.753363E+03   0.114643E+02   0.846157E-01  -0.117022E+02
  1477   0.751028E+03   0.114905E+02   0.845587E-01  -0.111562E+02
  1478   0.748659E+03   0.115192E+02   0.845010E-01  -0.106162E+02
  1479   0.746261E+03   0.115505E+02   0.844427E-01  -0.100823E+02
  1480   0.743828E+03   0.115842E+02   0.843838E-01  -0.955472E+01
  1481   0.741367E+03   0.116204E+02   0.843242E-01  -0.903360E+01
  1482   0.738870E+03   0.116589E+02   0.842640E-01  -0.851911E+01
  1483   0.736344E+03   0.116997E+02   0.842031E-01  -0.801138E+01
  1484   0.733797E+03   0.117429E+02   0.841416E-01  -0.751057E+01
  1485   0.731214E+03   0.117885E+02   0.840795E-01  -0.701683E+01
  1486   0.728610E+03   0.118362E+02   0.840167E-01  -0.653030E+01
  1487   0.725969E+03   0.118862E+02   0.839533E-01  -0.605114E+01
  1488   0.723307E+03   0.119384E+02   0.838893E-01  -0.557949E+01
  1489   0.720622E+03   0.119927E+02   0.838247E-01  -0.511549E+01
  1490   0.717904E+03   0.120492E+02   0.837595E-01  -0.465926E+01
  1491   0.715165E+03   0.121076E+02   0.836937E-01  -0.421094E+01
  1492   0.712401E+03   0.121682E+02   0.836272E-01  -0.377064E+01
  1493   0.709614E+03   0.122307E+02   0.835602E-01  -0.333850E+01
  1494   0.706803E+03   0.122952E+02   0.834926E-01  -0.291466E+01
  1495   0.703971E+03   0.123616E+02   0.834244E-01  -0.249924E+01
  1496   0.701116E+03   0.124299E+02   0.833557E-01  -0.209234E+01
  1497   0.698242E+03   0.125000E+02   0.832863E-01  -0.169405E+01
  1498   0.695347E+03   0.125719E+02   0.832164E-01  -0.130448E+01
  1499   0.692433E+03   0.126455E+02   0.831460E-01  -0.923703E+00
  1500   0.689501E+03   0.127208E+02   0.830750E-01  -0.551837E+00
  1501   0.686551E+03   0.127978E+02   0.830034E-01  -0.188979E+00
  1502   0.683584E+03   0.128764E+02   0.829313E-01   0.164789E+00
  1503   0.680601E+03   0.129566E+02   0.828587E-01   0.509373E+00
  1504   0.677602E+03   0.130382E+02   0.827856E-01   0.844719E+00
  1505   0.674589E+03   0.131214E+02   0.827119E-01   0.117074E+01
  1506   0.671562E+03   0.132059E+02   0.826377E-01   0.148737E+01
  1507   0.668520E+03   0.132918E+02   0.825631E-01   0.179452E+01
  1508   0.665466E+03   0.133791E+02   0.824879E-01   0.209210E+01
  1509   0.662400E+03   0.134676E+02   0.824123E-01   0.238015E+01
  1510   0.659323E+03   0.135573E+02   0.823362E-01   0.265845E+01
  1511   0.656234E+03   0.136482E+02   0.822597E-01   0.292711E+01
  1512   0.653137E+03   0.137403E+02   0.821826E-01   0.318608E+01
  1513   0.650031E+03   0.138335E+02   0.821052E-01   0.343537E+01
  1514   0.646918E+03   0.139276E+02   0.820273E-01   0.367486E+01
  1515   0.643799E+03   0.140228E+02   0.819490E-01   0.390464E+01
  1516   0.640674E+03   0.141189E+02   0.818702E-01   0.412457E+01
  1517   0.637545E+03   0.142159E+02   0.817911E-01   0.433467E+01
  1518   0.634411E+03   0.143137E+02   0.817116E-01   0.453496E+01
  1519   0.631275E+03   0.144124E+02   0.816317E-01   0.472545E+01
  1520   0.628135E+03   0.145117E+02   0.815514E-01   0.490600E+01
  1521   0.624994E+03   0.146118E+02   0.814707E-01   0.507669E+01
  1522   0.621851E+03   0.147125E+02   0.813897E-01   0.523755E+01
  1523   0.618708E+03   0.148138E+02   0.813084E-01   0.538843E+01
  1524   0.615565E+03   0.149156E+02   0.812267E-01   0.552941E+01
  1525   0.612423E+03   0.150179E+02   0.811447E-01   0.566050E+01
  1526   0.609284E+03   0.151206E+02   0.810624E-01   0.578171E+01
  1527   0.606146E+03   0.152237E+02   0.809798E-01   0.589311E+01
  1528   0.603012E+03   0.153272E+02   0.808969E-01   0.599463E+01
  1529   0.599882E+03   0.154309E+02   0.808137E-01   0.608643E+01
  1530   0.596757E+03   0.155349E+02   0.807303E-01   0.616836E+01
  1531   0.593638E+03   0.156390E+02   0.806466E-01   0.624049E+01
  1532   0.590524E+03   0.157433E+02   0.805626E-01   0.630290E+01
  1533   0.587417E+03   0.158476E+02   0.804785E-01   0.635558E+01
  1534   0.584318E+03   0.159520E+02   0.803941E-01   0.639861E+01
  1535   0.581226E+03   0.160564E+02   0.803095E-01   0.643198E+01
  1536   0.578144E+03   0.161606E+02   0.802247E-01   0.645570E+01
  1537   0.575070E+03   0.162647E+02   0.801398E-01   0.646981E+01
  1538   0.572007E+03   0.163687E+02   0.800546E-01   0.647440E+01
  1539   0.568955E+03   0.164723E+02   0.799693E-01   0.646954E+01
  1540   0.565914E+03   0.165758E+02   0.798838E-01   0.645535E+01
  1541   0.562884E+03   0.166789E+02   0.797983E-01   0.643175E+01
  1542   0.559869E+03   0.167816E+02   0.797125E-01   0.639896E+01
  1543   0.556867E+03   0.168839E+02   0.796267E-01   0.635697E+01
  1544   0.553879E+03   0.169858E+02   0.795407E-01   0.630590E+01
  1545   0.550906E+03   0.170871E+02   0.794547E-01   0.624583E+01
  1546   0.547948E+03   0.171879E+02   0.793686E-01   0.617680E+01
  1547   0.545008E+03   0.172880E+02   0.792824E-01   0.609888E+01
  1548   0.542083E+03   0.173876E+02   0.791961E-01   0.601220E+01
  1549   0.539176E+03   0.174863E+02   0.791098E-01   0.591681E+01
  1550   0.536286E+03   0.175844E+02   0.790235E-01   0.581277E+01
  1551   0.533415E+03   0.176816E+02   0.789371E-01   0.570020E+01
