#    L    TT             EE             TE             PP             TP          
   322   0.333728E+04   0.131395E+02   0.118195E+03   0.158665E+07   0.879877E+03
   323   0.330421E+04   0.133274E+02   0.117701E+03   0.158088E+07   0.871635E+03
   324   0.327129E+04   0.135149E+02   0.117171E+03   0.157513E+07   0.863457E+03
   325   0.323854E+04   0.137021E+02   0.116603E+03   0.156942E+07   0.855343E+03
   326   0.320596E+04   0.138888E+02   0.115997E+03   0.156374E+07   0.847293E+03
   327   0.317357E+04   0.140749E+02   0.115354E+03   0.155810E+07   0.839308E+03
   328   0.314137E+04   0.142603E+02   0.114673E+03   0.155248E+07   0.831387E+03
   329   0.310937E+04   0.144451E+02   0.113957E+03   0.154689E+07   0.823531E+03
   330   0.307758E+04   0.146290E+02   0.113204E+03   0.154134E+07   0.815739E+03
   331   0.304601E+04   0.148122E+02   0.112414E+03   0.153581E+07   0.808013E+03
   332   0.301467E+04   0.149944E+02   0.111588E+03   0.153031E+07   0.800352E+03
   333   0.298356E+04   0.151756E+02   0.110727E+03   0.152485E+07   0.792756E+03
   334   0.295270E+04   0.153558E+02   0.109830E+03   0.151941E+07   0.785226E+03
   335   0.292210E+04   0.155348E+02   0.108898E+03   0.151400E+07   0.777762E+03
   336   0.289175E+04   0.157125E+02   0.107932E+03   0.150862E+07   0.770363E+03
   337   0.286167E+04   0.158891E+02   0.106932E+03   0.150326E+07   0.763031E+03
   338   0.283187E+04   0.160643E+02   0.105897E+03   0.149794E+07   0.755766E+03
   339   0.280236E+04   0.162380E+02   0.104830E+03   0.149264E+07   0.748567E+03
   340   0.277314E+04   0.164104E+02   0.103731E+03   0.148737E+07   0.741434E+03
   341   0.274422E+04   0.165812E+02   0.102598E+03   0.148213E+07   0.734369E+03
   342   0.271560E+04   0.167503E+02   0.101433E+03   0.147692E+07   0.727370E+03
   343   0.268730E+04   0.169177E+02   0.100236E+03   0.147173E+07   0.720439E+03
   344   0.265931E+04   0.170832E+02   0.990079E+02   0.146657E+07   0.713576E+03
   345   0.263163E+04   0.172469E+02   0.977482E+02   0.146143E+07   0.706780E+03
   346   0.260429E+04   0.174086E+02   0.964573E+02   0.145632E+07   0.700052E+03
   347   0.257726E+04   0.175682E+02   0.951358E+02   0.145124E+07   0.693393E+03
   348   0.255058E+04   0.177257E+02   0.937839E+02   0.144618E+07   0.686801E+03
   349   0.252424E+04   0.178811E+02   0.924037E+02   0.144115E+07   0.680278E+03
   350   0.249825E+04   0.180342E+02   0.909944E+02   0.143614E+07   0.673823E+03
   351   0.247262E+04   0.181851E+02   0.895577E+02   0.143115E+07   0.667437E+03
   352   0.244737E+04   0.183337E+02   0.880941E+02   0.142619E+07   0.661118E+03
   353   0.242248E+04   0.184800E+02   0.866037E+02   0.142126E+07   0.654865E+03
   354   0.239798E+04   0.186238E+02   0.850888E+02   0.141635E+07   0.648675E+03
   355   0.237386E+04   0.187651E+02   0.835485E+02   0.141146E+07   0.642547E+03
   356   0.235014E+04   0.189040E+02   0.819837E+02   0.140660E+07   0.636479E+03
   357   0.232680E+04   0.190402E+02   0.803951E+02   0.140176E+07   0.630470E+03
   358   0.230387E+04   0.191737E+02   0.787835E+02   0.139694E+07   0.624517E+03
   359   0.228134E+04   0.193044E+02   0.771487E+02   0.139215E+07   0.618620E+03
   360   0.225921E+04   0.194323E+02   0.754924E+02   0.138738E+07   0.612776E+03
   361   0.223748E+04   0.195573E+02   0.738135E+02   0.138264E+07   0.606983E+03
   362   0.221617E+04   0.196793E+02   0.721138E+02   0.137792E+07   0.601240E+03
   363   0.219527E+04   0.197983E+02   0.703939E+02   0.137322E+07   0.595546E+03
   364   0.217479E+04   0.199142E+02   0.686546E+02   0.136854E+07   0.589898E+03
   365   0.215474E+04   0.200270E+02   0.668966E+02   0.136389E+07   0.584294E+03
   366   0.213511E+04   0.201367E+02   0.651207E+02   0.135926E+07   0.578734E+03
   367   0.211591E+04   0.202431E+02   0.633277E+02   0.135465E+07   0.573214E+03
   368   0.209714E+04   0.203462E+02   0.615183E+02   0.135006E+07   0.567735E+03
   369   0.207880E+04   0.204460E+02   0.596935E+02   0.134549E+07   0.562293E+03
   370   0.206090E+04   0.205424E+02   0.578537E+02   0.134095E+07   0.556887E+03
   371   0.204344E+04   0.206356E+02   0.560000E+02   0.133643E+07   0.551515E+03
   372   0.202642E+04   0.207251E+02   0.541330E+02   0.133193E+07   0.546177E+03
   373   0.200984E+04   0.208113E+02   0.522535E+02   0.132745E+07   0.540869E+03
   374   0.199371E+04   0.208939E+02   0.503623E+02   0.132300E+07   0.535590E+03
   375   0.197801E+04   0.209730E+02   0.484600E+02   0.131856E+07   0.530339E+03
   376   0.196276E+04   0.210485E+02   0.465476E+02   0.131415E+07   0.525113E+03
   377   0.194797E+04   0.211203E+02   0.446256E+02   0.130975E+07   0.519912E+03
   378   0.193361E+04   0.211883E+02   0.426949E+02   0.130538E+07   0.514733E+03
   379   0.191970E+04   0.212526E+02   0.407563E+02   0.130103E+07   0.509574E+03
   380   0.190625E+04   0.213132E+02   0.388104E+02   0.129669E+07   0.504435E+03
   381   0.189324E+04   0.213699E+02   0.368580E+02   0.129238E+07   0.499312E+03
   382   0.188069E+04   0.214226E+02   0.348999E+02   0.128809E+07   0.494205E+03
   383   0.186858E+04   0.214715E+02   0.329369E+02   0.128382E+07   0.489111E+03
   384   0.185693E+04   0.215165E+02   0.309700E+02   0.127957E+07   0.484030E+03
   385   0.184572E+04   0.215575E+02   0.289997E+02   0.127534E+07   0.478959E+03
   386   0.183496E+04   0.215947E+02   0.270272E+02   0.127112E+07   0.473896E+03
   387   0.182466E+04   0.216280E+02   0.250532E+02   0.126693E+07   0.468840E+03
   388   0.181479E+04   0.216573E+02   0.230785E+02   0.126276E+07   0.463789E+03
   389   0.180537E+04   0.216828E+02   0.211039E+02   0.125860E+07   0.458742E+03
   390   0.179640E+04   0.217043E+02   0.191304E+02   0.125447E+07   0.453696E+03
   391   0.178787E+04   0.217218E+02   0.171587E+02   0.125035E+07   0.448650E+03
   392   0.177977E+04   0.217354E+02   0.151896E+02   0.124626E+07   0.443602E+03
   393   0.177212E+04   0.217450E+02   0.132239E+02   0.124218E+07   0.438551E+03
   394   0.176490E+04   0.217506E+02   0.112623E+02   0.123812E+07   0.433494E+03
   395   0.175811E+04   0.217521E+02   0.930568E+01   0.123407E+07   0.428431E+03
   396   0.175175E+04   0.217497E+02   0.735485E+01   0.123005E+07   0.423359E+03
   397   0.174581E+04   0.217432E+02   0.541058E+01   0.122604E+07   0.418276E+03
   398   0.174031E+04   0.217327E+02   0.347361E+01   0.122206E+07   0.413181E+03
   399   0.173523E+04   0.217180E+02   0.154475E+01   0.121808E+07   0.408073E+03
   400   0.173057E+04   0.216995E+02  -0.375251E+00   0.121413E+07   0.402948E+03
   401   0.172633E+04   0.216768E+02  -0.228562E+01   0.121020E+07   0.397807E+03
   402   0.172252E+04   0.216502E+02  -0.418557E+01   0.120628E+07   0.392651E+03
   403   0.171911E+04   0.216196E+02  -0.607435E+01   0.120238E+07   0.387481E+03
   404   0.171613E+04   0.215850E+02  -0.795117E+01   0.119849E+07   0.382300E+03
   405   0.171354E+04   0.215464E+02  -0.981526E+01   0.119463E+07   0.377109E+03
   406   0.171136E+04   0.215039E+02  -0.116659E+02   0.119078E+07   0.371911E+03
   407   0.170958E+04   0.214575E+02  -0.135023E+02   0.118695E+07   0.366707E+03
   408   0.170819E+04   0.214070E+02  -0.153237E+02   0.118313E+07   0.361499E+03
   409   0.170718E+04   0.213528E+02  -0.171292E+02   0.117933E+07   0.356290E+03
   410   0.170657E+04   0.212947E+02  -0.189182E+02   0.117555E+07   0.351080E+03
   411   0.170632E+04   0.212328E+02  -0.206900E+02   0.117178E+07   0.345873E+03
   412   0.170645E+04   0.211670E+02  -0.224439E+02   0.116804E+07   0.340670E+03
   413   0.170695E+04   0.210975E+02  -0.241794E+02   0.116430E+07   0.335473E+03
   414   0.170781E+04   0.210242E+02  -0.258956E+02   0.116059E+07   0.330283E+03
   415   0.170902E+04   0.209474E+02  -0.275921E+02   0.115689E+07   0.325104E+03
   416   0.171060E+04   0.208668E+02  -0.292682E+02   0.115321E+07   0.319937E+03
   417   0.171252E+04   0.207826E+02  -0.309231E+02   0.114954E+07   0.314783E+03
   418   0.171479E+04   0.206948E+02  -0.325563E+02   0.114589E+07   0.309645E+03
   419   0.171739E+04   0.206035E+02  -0.341671E+02   0.114226E+07   0.304525E+03
   420   0.172034E+04   0.205087E+02  -0.357548E+02   0.113864E+07   0.299424E+03
   421   0.172361E+04   0.204104E+02  -0.373188E+02   0.113503E+07   0.294345E+03
   422   0.172720E+04   0.203086E+02  -0.388583E+02   0.113145E+07   0.289289E+03
   423   0.173112E+04   0.202033E+02  -0.403728E+02   0.112788E+07   0.284259E+03
   424   0.173535E+04   0.200947E+02  -0.418617E+02   0.112432E+07   0.279256E+03
   425   0.173989E+04   0.199827E+02  -0.433243E+02   0.112078E+07   0.274283E+03
   426   0.174473E+04   0.198675E+02  -0.447604E+02   0.111726E+07   0.269340E+03
   427   0.174985E+04   0.197492E+02  -0.461695E+02   0.111375E+07   0.264431E+03
   428   0.175527E+04   0.196278E+02  -0.475511E+02   0.111026E+07   0.259558E+03
   429   0.176096E+04   0.195033E+02  -0.489048E+02   0.110678E+07   0.254721E+03
   430   0.176691E+04   0.193759E+02  -0.502301E+02   0.110332E+07   0.249923E+03
   431   0.177313E+04   0.192457E+02  -0.515266E+02   0.109987E+07   0.245166E+03
   432   0.177961E+04   0.191127E+02  -0.527940E+02   0.109644E+07   0.240452E+03
   433   0.178634E+04   0.189770E+02  -0.540315E+02   0.109302E+07   0.235783E+03
   434   0.179332E+04   0.188387E+02  -0.552390E+02   0.108962E+07   0.231161E+03
   435   0.180054E+04   0.186977E+02  -0.564158E+02   0.108623E+07   0.226588E+03
   436   0.180799E+04   0.185541E+02  -0.575616E+02   0.108286E+07   0.222065E+03
   437   0.181568E+04   0.184080E+02  -0.586759E+02   0.107950E+07   0.217595E+03
   438   0.182359E+04   0.182596E+02  -0.597583E+02   0.107616E+07   0.213180E+03
   439   0.183172E+04   0.181088E+02  -0.608083E+02   0.107283E+07   0.208821E+03
   440   0.184006E+04   0.179557E+02  -0.618257E+02   0.106952E+07   0.204521E+03
   441   0.184860E+04   0.178004E+02  -0.628102E+02   0.106622E+07   0.200280E+03
   442   0.185733E+04   0.176430E+02  -0.637614E+02   0.106293E+07   0.196103E+03
   443   0.186625E+04   0.174835E+02  -0.646789E+02   0.105966E+07   0.191990E+03
   444   0.187533E+04   0.173221E+02  -0.655625E+02   0.105641E+07   0.187942E+03
   445   0.188458E+04   0.171589E+02  -0.664118E+02   0.105316E+07   0.183964E+03
   446   0.189398E+04   0.169938E+02  -0.672267E+02   0.104993E+07   0.180055E+03
   447   0.190353E+04   0.168271E+02  -0.680071E+02   0.104672E+07   0.176218E+03
   448   0.191324E+04   0.166588E+02  -0.687527E+02   0.104352E+07   0.172455E+03
   449   0.192309E+04   0.164891E+02  -0.694634E+02   0.104033E+07   0.168769E+03
   450   0.193308E+04   0.163178E+02  -0.701392E+02   0.103716E+07   0.165160E+03
   451   0.194320E+04   0.161453E+02  -0.707799E+02   0.103400E+07   0.161630E+03
   452   0.195345E+04   0.159716E+02  -0.713853E+02   0.103085E+07   0.158180E+03
   453   0.196381E+04   0.157967E+02  -0.719552E+02   0.102772E+07   0.154807E+03
   454   0.197429E+04   0.156207E+02  -0.724894E+02   0.102460E+07   0.151511E+03
   455   0.198486E+04   0.154439E+02  -0.729878E+02   0.102150E+07   0.148291E+03
   456   0.199552E+04   0.152661E+02  -0.734501E+02   0.101841E+07   0.145146E+03
   457   0.200626E+04   0.150875E+02  -0.738761E+02   0.101533E+07   0.142075E+03
   458   0.201707E+04   0.149082E+02  -0.742657E+02   0.101226E+07   0.139077E+03
   459   0.202793E+04   0.147283E+02  -0.746188E+02   0.100921E+07   0.136151E+03
   460   0.203886E+04   0.145480E+02  -0.749356E+02   0.100617E+07   0.133296E+03
   461   0.204983E+04   0.143671E+02  -0.752152E+02   0.100315E+07   0.130510E+03
   462   0.206085E+04   0.141861E+02  -0.754600E+02   0.100013E+07   0.127794E+03
   463   0.207191E+04   0.140049E+02  -0.756683E+02   0.997133E+06   0.125146E+03
   464   0.208302E+04   0.138236E+02  -0.758411E+02   0.994146E+06   0.122564E+03
   465   0.209415E+04   0.136424E+02  -0.759782E+02   0.991171E+06   0.120049E+03
   466   0.210531E+04   0.134614E+02  -0.760804E+02   0.988209E+06   0.117599E+03
   467   0.211650E+04   0.132806E+02  -0.761469E+02   0.985260E+06   0.115212E+03
   468   0.212770E+04   0.131002E+02  -0.761786E+02   0.982324E+06   0.112889E+03
   469   0.213890E+04   0.129203E+02  -0.761754E+02   0.979400E+06   0.110628E+03
   470   0.215010E+04   0.127409E+02  -0.761373E+02   0.976488E+06   0.108428E+03
   471   0.216128E+04   0.125621E+02  -0.760635E+02   0.973589E+06   0.106288E+03
   472   0.217243E+04   0.123842E+02  -0.759556E+02   0.970702E+06   0.104207E+03
   473   0.218354E+04   0.122071E+02  -0.758120E+02   0.967827E+06   0.102184E+03
   474   0.219462E+04   0.120309E+02  -0.756350E+02   0.964965E+06   0.100218E+03
   475   0.220566E+04   0.118557E+02  -0.754231E+02   0.962115E+06   0.983083E+02
   476   0.221665E+04   0.116818E+02  -0.751771E+02   0.959277E+06   0.964537E+02
   477   0.222758E+04   0.115091E+02  -0.748976E+02   0.956450E+06   0.946533E+02
   478   0.223845E+04   0.113378E+02  -0.745847E+02   0.953636E+06   0.929060E+02
   479   0.224928E+04   0.111679E+02  -0.742394E+02   0.950834E+06   0.912109E+02
   480   0.226003E+04   0.109997E+02  -0.738611E+02   0.948043E+06   0.895670E+02
   481   0.227072E+04   0.108331E+02  -0.734506E+02   0.945265E+06   0.879732E+02
   482   0.228133E+04   0.106683E+02  -0.730081E+02   0.942498E+06   0.864286E+02
   483   0.229185E+04   0.105054E+02  -0.725341E+02   0.939742E+06   0.849322E+02
   484   0.230227E+04   0.103445E+02  -0.720288E+02   0.936998E+06   0.834831E+02
   485   0.231259E+04   0.101856E+02  -0.714927E+02   0.934266E+06   0.820802E+02
   486   0.232280E+04   0.100289E+02  -0.709261E+02   0.931545E+06   0.807225E+02
   487   0.233289E+04   0.987446E+01  -0.703293E+02   0.928836E+06   0.794090E+02
   488   0.234285E+04   0.972245E+01  -0.697029E+02   0.926137E+06   0.781388E+02
   489   0.235270E+04   0.957281E+01  -0.690473E+02   0.923450E+06   0.769109E+02
   490   0.236241E+04   0.942578E+01  -0.683631E+02   0.920775E+06   0.757243E+02
   491   0.237199E+04   0.928142E+01  -0.676508E+02   0.918110E+06   0.745779E+02
   492   0.238143E+04   0.913973E+01  -0.669107E+02   0.915456E+06   0.734709E+02
   493   0.239074E+04   0.900087E+01  -0.661436E+02   0.912813E+06   0.724021E+02
   494   0.239991E+04   0.886497E+01  -0.653497E+02   0.910182E+06   0.713707E+02
   495   0.240893E+04   0.873212E+01  -0.645298E+02   0.907561E+06   0.703756E+02
   496   0.241780E+04   0.860232E+01  -0.636843E+02   0.904951E+06   0.694159E+02
   497   0.242651E+04   0.847571E+01  -0.628137E+02   0.902351E+06   0.684905E+02
   498   0.243505E+04   0.835237E+01  -0.619186E+02   0.899763E+06   0.675985E+02
   499   0.244343E+04   0.823237E+01  -0.609996E+02   0.897185E+06   0.667389E+02
   500   0.245162E+04   0.811586E+01  -0.600571E+02   0.894617E+06   0.659107E+02
   501   0.245963E+04   0.800284E+01  -0.590917E+02   0.892060E+06   0.651130E+02
   502   0.246746E+04   0.789346E+01  -0.581042E+02   0.889513E+06   0.643453E+02
   503   0.247509E+04   0.778772E+01  -0.570951E+02   0.886977E+06   0.636075E+02
   504   0.248253E+04   0.768584E+01  -0.560652E+02   0.884451E+06   0.628992E+02
   505   0.248978E+04   0.758775E+01  -0.550151E+02   0.881935E+06   0.622200E+02
   506   0.249683E+04   0.749360E+01  -0.539456E+02   0.879430E+06   0.615698E+02
   507   0.250369E+04   0.740347E+01  -0.528572E+02   0.876935E+06   0.609481E+02
   508   0.251035E+04   0.731744E+01  -0.517508E+02   0.874450E+06   0.603547E+02
   509   0.251679E+04   0.723557E+01  -0.506269E+02   0.871975E+06   0.597893E+02
   510   0.252305E+04   0.715793E+01  -0.494864E+02   0.869510E+06   0.592516E+02
   511   0.252909E+04   0.708457E+01  -0.483299E+02   0.867056E+06   0.587412E+02
   512   0.253493E+04   0.701556E+01  -0.471580E+02   0.864611E+06   0.582579E+02
   513   0.254056E+04   0.695097E+01  -0.459715E+02   0.862177E+06   0.578014E+02
   514   0.254596E+04   0.689085E+01  -0.447711E+02   0.859752E+06   0.573713E+02
   515   0.255116E+04   0.683527E+01  -0.435574E+02   0.857337E+06   0.569675E+02
   516   0.255614E+04   0.678429E+01  -0.423313E+02   0.854932E+06   0.565894E+02
   517   0.256089E+04   0.673795E+01  -0.410933E+02   0.852537E+06   0.562370E+02
   518   0.256542E+04   0.669631E+01  -0.398444E+02   0.850152E+06   0.559098E+02
   519   0.256972E+04   0.665944E+01  -0.385851E+02   0.847776E+06   0.556075E+02
   520   0.257378E+04   0.662736E+01  -0.373163E+02   0.845410E+06   0.553299E+02
   521   0.257762E+04   0.660016E+01  -0.360387E+02   0.843054E+06   0.550767E+02
   522   0.258121E+04   0.657786E+01  -0.347530E+02   0.840708E+06   0.548475E+02
   523   0.258456E+04   0.656052E+01  -0.334600E+02   0.838371E+06   0.546420E+02
   524   0.258768E+04   0.654816E+01  -0.321603E+02   0.836043E+06   0.544600E+02
   525   0.259056E+04   0.654082E+01  -0.308548E+02   0.833725E+06   0.543011E+02
   526   0.259320E+04   0.653854E+01  -0.295442E+02   0.831416E+06   0.541650E+02
   527   0.259561E+04   0.654134E+01  -0.282292E+02   0.829117E+06   0.540515E+02
   528   0.259778E+04   0.654927E+01  -0.269106E+02   0.826828E+06   0.539602E+02
   529   0.259971E+04   0.656235E+01  -0.255890E+02   0.824547E+06   0.538909E+02
   530   0.260141E+04   0.658060E+01  -0.242654E+02   0.822276E+06   0.538432E+02
   531   0.260287E+04   0.660405E+01  -0.229405E+02   0.820014E+06   0.538168E+02
   532   0.260410E+04   0.663272E+01  -0.216151E+02   0.817761E+06   0.538114E+02
   533   0.260508E+04   0.666663E+01  -0.202900E+02   0.815518E+06   0.538267E+02
   534   0.260583E+04   0.670580E+01  -0.189661E+02   0.813283E+06   0.538624E+02
   535   0.260634E+04   0.675025E+01  -0.176441E+02   0.811058E+06   0.539183E+02
   536   0.260661E+04   0.680000E+01  -0.163248E+02   0.808842E+06   0.539940E+02
   537   0.260664E+04   0.685506E+01  -0.150090E+02   0.806634E+06   0.540892E+02
   538   0.260644E+04   0.691544E+01  -0.136974E+02   0.804436E+06   0.542035E+02
   539   0.260601E+04   0.698113E+01  -0.123908E+02   0.802247E+06   0.543368E+02
   540   0.260534E+04   0.705213E+01  -0.110900E+02   0.800066E+06   0.544887E+02
   541   0.260444E+04   0.712847E+01  -0.979565E+01   0.797894E+06   0.546589E+02
   542   0.260331E+04   0.721014E+01  -0.850857E+01   0.795732E+06   0.548471E+02
   543   0.260194E+04   0.729713E+01  -0.722946E+01   0.793577E+06   0.550529E+02
   544   0.260035E+04   0.738945E+01  -0.595905E+01   0.791432E+06   0.552762E+02
   545   0.259854E+04   0.748707E+01  -0.469804E+01   0.789295E+06   0.555165E+02
   546   0.259650E+04   0.758999E+01  -0.344712E+01   0.787167E+06   0.557736E+02
   547   0.259423E+04   0.769819E+01  -0.220698E+01   0.785048E+06   0.560472E+02
   548   0.259174E+04   0.781159E+01  -0.978315E+00   0.782937E+06   0.563370E+02
   549   0.258903E+04   0.793033E+01   0.238169E+00   0.780834E+06   0.566427E+02
   550   0.258609E+04   0.805421E+01   0.144179E+01   0.778740E+06   0.569639E+02
