#    L    TT             EE             BB             TE          
     2   0.101616E+04   0.308800E-01   0.182446E-05   0.262105E+01
     3   0.962793E+03   0.396892E-01   0.364939E-05   0.293979E+01
     4   0.911436E+03   0.344974E-01   0.608337E-05   0.275834E+01
     5   0.873162E+03   0.230964E-01   0.912700E-05   0.235030E+01
     6   0.847109E+03   0.129532E-01   0.127810E-04   0.189417E+01
     7   0.830638E+03   0.700133E-02   0.170464E-04   0.148892E+01
     8   0.820831E+03   0.450190E-02   0.219241E-04   0.117796E+01
     9   0.816338E+03   0.360356E-02   0.274154E-04   0.966769E+00
    10   0.815720E+03   0.307502E-02   0.335214E-04   0.847371E+00
    11   0.817599E+03   0.259631E-02   0.402436E-04   0.802405E+00
    12   0.822706E+03   0.227860E-02   0.475835E-04   0.812908E+00
    13   0.829144E+03   0.219573E-02   0.555425E-04   0.855267E+00
    14   0.836745E+03   0.228736E-02   0.641224E-04   0.908413E+00
    15   0.844464E+03   0.247214E-02   0.733248E-04   0.964812E+00
    16   0.854079E+03   0.273010E-02   0.831515E-04   0.102599E+01
    17   0.865440E+03   0.310381E-02   0.936042E-04   0.108941E+01
    18   0.877403E+03   0.363695E-02   0.104685E-03   0.115382E+01
    19   0.890726E+03   0.433314E-02   0.116395E-03   0.122241E+01
    20   0.903798E+03   0.516988E-02   0.128736E-03   0.129015E+01
    21   0.917316E+03   0.614070E-02   0.141711E-03   0.136161E+01
    22   0.931310E+03   0.725652E-02   0.155321E-03   0.143716E+01
    23   0.945392E+03   0.850952E-02   0.169567E-03   0.151412E+01
    24   0.959884E+03   0.989680E-02   0.184452E-03   0.158909E+01
    25   0.974918E+03   0.114230E-01   0.199977E-03   0.165427E+01
    26   0.990005E+03   0.131003E-01   0.216143E-03   0.171333E+01
    27   0.100555E+04   0.149398E-01   0.232951E-03   0.176708E+01
    28   0.102139E+04   0.169353E-01   0.250404E-03   0.181074E+01
    29   0.103744E+04   0.191132E-01   0.268502E-03   0.184936E+01
    30   0.105389E+04   0.215019E-01   0.287247E-03   0.187630E+01
    31   0.107015E+04   0.240978E-01   0.306639E-03   0.190234E+01
    32   0.108700E+04   0.269168E-01   0.326679E-03   0.192243E+01
    33   0.110394E+04   0.299188E-01   0.347368E-03   0.193503E+01
    34   0.112094E+04   0.331289E-01   0.368707E-03   0.194121E+01
    35   0.113857E+04   0.365541E-01   0.390695E-03   0.193178E+01
    36   0.115594E+04   0.402231E-01   0.413335E-03   0.191701E+01
    37   0.117356E+04   0.441612E-01   0.436624E-03   0.189106E+01
    38   0.119155E+04   0.483564E-01   0.460565E-03   0.185595E+01
    39   0.120981E+04   0.527984E-01   0.485156E-03   0.181146E+01
    40   0.122826E+04   0.574796E-01   0.510397E-03   0.175581E+01
    41   0.124681E+04   0.623969E-01   0.536289E-03   0.168779E+01
    42   0.126546E+04   0.675631E-01   0.562831E-03   0.160840E+01
    43   0.128423E+04   0.729951E-01   0.590021E-03   0.151877E+01
    44   0.130317E+04   0.787075E-01   0.617861E-03   0.141845E+01
    45   0.132234E+04   0.847123E-01   0.646348E-03   0.130668E+01
    46   0.134171E+04   0.910166E-01   0.675483E-03   0.118311E+01
    47   0.136126E+04   0.976207E-01   0.705264E-03   0.104720E+01
    48   0.138096E+04   0.104516E+00   0.735691E-03   0.898320E+00
    49   0.140080E+04   0.111694E+00   0.766763E-03   0.735945E+00
    50   0.142085E+04   0.119157E+00   0.798478E-03   0.559671E+00
    51   0.144115E+04   0.126908E+00   0.830836E-03   0.369408E+00
    52   0.146165E+04   0.134951E+00   0.863836E-03   0.166108E+00
    53   0.148229E+04   0.143289E+00   0.897476E-03  -0.492263E-01
    54   0.150304E+04   0.151923E+00   0.931757E-03  -0.276452E+00
    55   0.152389E+04   0.160858E+00   0.966676E-03  -0.515797E+00
    56   0.154497E+04   0.170090E+00   0.100223E-02  -0.768129E+00
    57   0.156637E+04   0.179616E+00   0.103843E-02  -0.103433E+01
    58   0.158805E+04   0.189435E+00   0.107526E-02  -0.131460E+01
    59   0.160991E+04   0.199547E+00   0.111273E-02  -0.160885E+01
    60   0.163195E+04   0.209943E+00   0.115083E-02  -0.191658E+01
    61   0.165417E+04   0.220616E+00   0.118957E-02  -0.223732E+01
    62   0.167657E+04   0.231564E+00   0.122894E-02  -0.257108E+01
    63   0.169917E+04   0.242783E+00   0.126895E-02  -0.291798E+01
    64   0.172198E+04   0.254271E+00   0.130959E-02  -0.327816E+01
    65   0.174502E+04   0.266028E+00   0.135087E-02  -0.365181E+01
    66   0.176833E+04   0.278046E+00   0.139278E-02  -0.403914E+01
    67   0.179190E+04   0.290320E+00   0.143532E-02  -0.443962E+01
    68   0.181567E+04   0.302838E+00   0.147850E-02  -0.485252E+01
    69   0.183961E+04   0.315594E+00   0.152232E-02  -0.527715E+01
    70   0.186370E+04   0.328581E+00   0.156677E-02  -0.571301E+01
    71   0.188789E+04   0.341794E+00   0.161186E-02  -0.615992E+01
    72   0.191232E+04   0.355230E+00   0.165758E-02  -0.661878E+01
    73   0.193709E+04   0.368884E+00   0.170395E-02  -0.709057E+01
    74   0.196221E+04   0.382744E+00   0.175096E-02  -0.757517E+01
    75   0.198769E+04   0.396797E+00   0.179861E-02  -0.807214E+01
    76   0.201348E+04   0.411032E+00   0.184691E-02  -0.858095E+01
    77   0.203946E+04   0.425435E+00   0.189585E-02  -0.910015E+01
    78   0.206560E+04   0.439996E+00   0.194544E-02  -0.962927E+01
    79   0.209196E+04   0.454703E+00   0.199568E-02  -0.101682E+02
    80   0.211854E+04   0.469544E+00   0.204657E-02  -0.107168E+02
    81   0.214539E+04   0.484509E+00   0.209812E-02  -0.112749E+02
    82   0.217250E+04   0.499586E+00   0.215032E-02  -0.118422E+02
    83   0.219986E+04   0.514766E+00   0.220319E-02  -0.124182E+02
    84   0.222746E+04   0.530036E+00   0.225671E-02  -0.130026E+02
    85   0.225530E+04   0.545386E+00   0.231091E-02  -0.135950E+02
    86   0.228338E+04   0.560806E+00   0.236577E-02  -0.141949E+02
    87   0.231166E+04   0.576283E+00   0.242130E-02  -0.148019E+02
    88   0.234012E+04   0.591803E+00   0.247750E-02  -0.154153E+02
    89   0.236878E+04   0.607355E+00   0.253438E-02  -0.160347E+02
    90   0.239763E+04   0.622920E+00   0.259195E-02  -0.166599E+02
    91   0.242669E+04   0.638486E+00   0.265019E-02  -0.172904E+02
    92   0.245595E+04   0.654037E+00   0.270913E-02  -0.179258E+02
    93   0.248544E+04   0.669559E+00   0.276875E-02  -0.185658E+02
    94   0.251514E+04   0.685039E+00   0.282907E-02  -0.192101E+02
    95   0.254507E+04   0.700463E+00   0.289008E-02  -0.198581E+02
    96   0.257522E+04   0.715816E+00   0.295180E-02  -0.205095E+02
    97   0.260559E+04   0.731083E+00   0.301422E-02  -0.211638E+02
    98   0.263619E+04   0.746249E+00   0.307734E-02  -0.218206E+02
    99   0.266700E+04   0.761301E+00   0.314118E-02  -0.224793E+02
   100   0.269804E+04   0.776227E+00   0.320574E-02  -0.231395E+02
   101   0.272929E+04   0.791012E+00   0.327101E-02  -0.238006E+02
   102   0.276075E+04   0.805633E+00   0.333700E-02  -0.244623E+02
   103   0.279242E+04   0.820092E+00   0.340372E-02  -0.251239E+02
   104   0.282429E+04   0.834359E+00   0.347117E-02  -0.257850E+02
   105   0.285635E+04   0.848427E+00   0.353936E-02  -0.264449E+02
   106   0.288861E+04   0.862280E+00   0.360828E-02  -0.271030E+02
   107   0.292104E+04   0.875913E+00   0.367795E-02  -0.277590E+02
   108   0.295364E+04   0.889302E+00   0.374836E-02  -0.284121E+02
   109   0.298642E+04   0.902441E+00   0.381952E-02  -0.290618E+02
   110   0.301935E+04   0.915308E+00   0.389144E-02  -0.297076E+02
   111   0.305243E+04   0.927895E+00   0.396411E-02  -0.303490E+02
   112   0.308567E+04   0.940196E+00   0.403755E-02  -0.309852E+02
   113   0.311905E+04   0.952187E+00   0.411175E-02  -0.316159E+02
   114   0.315257E+04   0.963853E+00   0.418673E-02  -0.322403E+02
   115   0.318621E+04   0.975195E+00   0.426248E-02  -0.328580E+02
   116   0.321998E+04   0.986197E+00   0.433901E-02  -0.334684E+02
   117   0.325387E+04   0.996837E+00   0.441633E-02  -0.340709E+02
   118   0.328786E+04   0.100712E+01   0.449444E-02  -0.346649E+02
   119   0.332195E+04   0.101702E+01   0.457335E-02  -0.352500E+02
   120   0.335614E+04   0.102653E+01   0.465306E-02  -0.358255E+02
   121   0.339041E+04   0.103565E+01   0.473358E-02  -0.363908E+02
   122   0.342475E+04   0.104436E+01   0.481490E-02  -0.369455E+02
   123   0.345916E+04   0.105265E+01   0.489705E-02  -0.374890E+02
   124   0.349364E+04   0.106052E+01   0.498002E-02  -0.380206E+02
   125   0.352816E+04   0.106795E+01   0.506382E-02  -0.385400E+02
   126   0.356272E+04   0.107495E+01   0.514845E-02  -0.390465E+02
   127   0.359732E+04   0.108149E+01   0.523393E-02  -0.395396E+02
   128   0.363193E+04   0.108758E+01   0.532025E-02  -0.400188E+02
   129   0.366657E+04   0.109320E+01   0.540743E-02  -0.404837E+02
   130   0.370121E+04   0.109835E+01   0.549546E-02  -0.409335E+02
   131   0.373585E+04   0.110303E+01   0.558437E-02  -0.413678E+02
   132   0.377048E+04   0.110723E+01   0.567415E-02  -0.417862E+02
   133   0.380508E+04   0.111094E+01   0.576480E-02  -0.421881E+02
   134   0.383967E+04   0.111418E+01   0.585635E-02  -0.425731E+02
   135   0.387422E+04   0.111692E+01   0.594879E-02  -0.429407E+02
   136   0.390873E+04   0.111918E+01   0.604213E-02  -0.432905E+02
   137   0.394319E+04   0.112094E+01   0.613637E-02  -0.436219E+02
   138   0.397759E+04   0.112220E+01   0.623153E-02  -0.439345E+02
   139   0.401193E+04   0.112298E+01   0.632761E-02  -0.442280E+02
   140   0.404620E+04   0.112326E+01   0.642462E-02  -0.445019E+02
   141   0.408038E+04   0.112306E+01   0.652257E-02  -0.447559E+02
   142   0.411447E+04   0.112237E+01   0.662145E-02  -0.449894E+02
   143   0.414848E+04   0.112119E+01   0.672128E-02  -0.452022E+02
   144   0.418237E+04   0.111953E+01   0.682207E-02  -0.453938E+02
   145   0.421615E+04   0.111738E+01   0.692382E-02  -0.455638E+02
   146   0.424979E+04   0.111476E+01   0.702653E-02  -0.457118E+02
   147   0.428328E+04   0.111168E+01   0.713022E-02  -0.458374E+02
   148   0.431661E+04   0.110814E+01   0.723488E-02  -0.459403E+02
   149   0.434977E+04   0.110415E+01   0.734053E-02  -0.460200E+02
   150   0.438273E+04   0.109970E+01   0.744717E-02  -0.460760E+02
   151   0.441549E+04   0.109482E+01   0.755480E-02  -0.461082E+02
   152   0.444804E+04   0.108950E+01   0.766344E-02  -0.461162E+02
   153   0.448037E+04   0.108376E+01   0.777307E-02  -0.460997E+02
   154   0.451248E+04   0.107763E+01   0.788372E-02  -0.460585E+02
   155   0.454437E+04   0.107109E+01   0.799538E-02  -0.459924E+02
   156   0.457603E+04   0.106417E+01   0.810805E-02  -0.459011E+02
   157   0.460745E+04   0.105687E+01   0.822175E-02  -0.457843E+02
   158   0.463863E+04   0.104922E+01   0.833646E-02  -0.456418E+02
   159   0.466956E+04   0.104122E+01   0.845220E-02  -0.454734E+02
   160   0.470023E+04   0.103289E+01   0.856897E-02  -0.452789E+02
   161   0.473062E+04   0.102425E+01   0.868676E-02  -0.450581E+02
   162   0.476072E+04   0.101531E+01   0.880559E-02  -0.448109E+02
   163   0.479052E+04   0.100611E+01   0.892544E-02  -0.445368E+02
   164   0.482000E+04   0.996630E+00   0.904633E-02  -0.442359E+02
   165   0.484915E+04   0.986908E+00   0.916825E-02  -0.439080E+02
   166   0.487797E+04   0.976962E+00   0.929119E-02  -0.435528E+02
   167   0.490645E+04   0.966815E+00   0.941517E-02  -0.431703E+02
   168   0.493457E+04   0.956488E+00   0.954017E-02  -0.427605E+02
   169   0.496233E+04   0.946004E+00   0.966620E-02  -0.423233E+02
   170   0.498973E+04   0.935379E+00   0.979325E-02  -0.418586E+02
   171   0.501674E+04   0.924640E+00   0.992133E-02  -0.413664E+02
   172   0.504337E+04   0.913812E+00   0.100504E-01  -0.408466E+02
   173   0.506961E+04   0.902916E+00   0.101805E-01  -0.402991E+02
   174   0.509544E+04   0.891974E+00   0.103116E-01  -0.397240E+02
   175   0.512086E+04   0.881023E+00   0.104438E-01  -0.391214E+02
   176   0.514586E+04   0.870079E+00   0.105769E-01  -0.384913E+02
   177   0.517042E+04   0.859178E+00   0.107110E-01  -0.378336E+02
   178   0.519455E+04   0.848343E+00   0.108461E-01  -0.371484E+02
   179   0.521823E+04   0.837597E+00   0.109822E-01  -0.364357E+02
   180   0.524146E+04   0.826975E+00   0.111193E-01  -0.356957E+02
   181   0.526422E+04   0.816508E+00   0.112573E-01  -0.349285E+02
   182   0.528652E+04   0.806226E+00   0.113963E-01  -0.341342E+02
   183   0.530834E+04   0.796151E+00   0.115363E-01  -0.333130E+02
   184   0.532968E+04   0.786319E+00   0.116772E-01  -0.324651E+02
   185   0.535054E+04   0.776769E+00   0.118191E-01  -0.315905E+02
   186   0.537089E+04   0.767523E+00   0.119619E-01  -0.306894E+02
   187   0.539074E+04   0.758610E+00   0.121056E-01  -0.297620E+02
   188   0.541009E+04   0.750071E+00   0.122502E-01  -0.288087E+02
   189   0.542892E+04   0.741937E+00   0.123958E-01  -0.278294E+02
   190   0.544722E+04   0.734242E+00   0.125422E-01  -0.268247E+02
   191   0.546499E+04   0.727019E+00   0.126895E-01  -0.257946E+02
   192   0.548223E+04   0.720301E+00   0.128377E-01  -0.247394E+02
   193   0.549891E+04   0.714122E+00   0.129868E-01  -0.236594E+02
   194   0.551505E+04   0.708518E+00   0.131368E-01  -0.225550E+02
   195   0.553064E+04   0.703524E+00   0.132875E-01  -0.214263E+02
   196   0.554566E+04   0.699176E+00   0.134392E-01  -0.202740E+02
   197   0.556014E+04   0.695510E+00   0.135916E-01  -0.190982E+02
   198   0.557406E+04   0.692563E+00   0.137449E-01  -0.178993E+02
   199   0.558740E+04   0.690370E+00   0.138990E-01  -0.166778E+02
   200   0.560018E+04   0.688966E+00   0.140538E-01  -0.154340E+02
   201   0.561238E+04   0.688389E+00   0.142095E-01  -0.141682E+02
   202   0.562400E+04   0.688674E+00   0.143659E-01  -0.128810E+02
   203   0.563501E+04   0.689859E+00   0.145231E-01  -0.115726E+02
   204   0.564543E+04   0.691980E+00   0.146811E-01  -0.102436E+02
   205   0.565521E+04   0.695072E+00   0.148397E-01  -0.889443E+01
   206   0.566438E+04   0.699173E+00   0.149991E-01  -0.752541E+01
   207   0.567291E+04   0.704319E+00   0.151592E-01  -0.613695E+01
   208   0.568080E+04   0.710546E+00   0.153200E-01  -0.472964E+01
   209   0.568807E+04   0.717891E+00   0.154815E-01  -0.330404E+01
   210   0.569472E+04   0.726390E+00   0.156437E-01  -0.186068E+01
   211   0.570074E+04   0.736080E+00   0.158065E-01  -0.400138E+00
   212   0.570616E+04   0.746997E+00   0.159700E-01   0.107704E+01
   213   0.571098E+04   0.759177E+00   0.161341E-01   0.257029E+01
   214   0.571519E+04   0.772657E+00   0.162988E-01   0.407907E+01
   215   0.571881E+04   0.787467E+00   0.164642E-01   0.560277E+01
   216   0.572181E+04   0.803652E+00   0.166301E-01   0.714080E+01
   217   0.572420E+04   0.821240E+00   0.167965E-01   0.869256E+01
   218   0.572598E+04   0.840262E+00   0.169636E-01   0.102575E+02
   219   0.572713E+04   0.860762E+00   0.171312E-01   0.118350E+02
   220   0.572766E+04   0.882768E+00   0.172993E-01   0.134245E+02
   221   0.572756E+04   0.906311E+00   0.174679E-01   0.150253E+02
   222   0.572683E+04   0.931434E+00   0.176370E-01   0.166369E+02
   223   0.572548E+04   0.958159E+00   0.178066E-01   0.182584E+02
   224   0.572350E+04   0.986523E+00   0.179766E-01   0.198895E+02
   225   0.572090E+04   0.101655E+01   0.181471E-01   0.215292E+02
   226   0.571767E+04   0.104828E+01   0.183180E-01   0.231771E+02
   227   0.571382E+04   0.108174E+01   0.184893E-01   0.248324E+02
   228   0.570935E+04   0.111696E+01   0.186610E-01   0.264944E+02
   229   0.570427E+04   0.115397E+01   0.188331E-01   0.281625E+02
   230   0.569857E+04   0.119281E+01   0.190055E-01   0.298360E+02
   231   0.569225E+04   0.123348E+01   0.191782E-01   0.315141E+02
   232   0.568533E+04   0.127602E+01   0.193513E-01   0.331962E+02
   233   0.567779E+04   0.132047E+01   0.195246E-01   0.348816E+02
   234   0.566964E+04   0.136684E+01   0.196982E-01   0.365695E+02
   235   0.566089E+04   0.141516E+01   0.198721E-01   0.382593E+02
   236   0.565153E+04   0.146546E+01   0.200462E-01   0.399503E+02
   237   0.564158E+04   0.151776E+01   0.202205E-01   0.416416E+02
   238   0.563103E+04   0.157207E+01   0.203949E-01   0.433325E+02
   239   0.561989E+04   0.162841E+01   0.205696E-01   0.450225E+02
   240   0.560816E+04   0.168683E+01   0.207444E-01   0.467105E+02
   241   0.559583E+04   0.174732E+01   0.209193E-01   0.483961E+02
   242   0.558293E+04   0.180992E+01   0.210943E-01   0.500783E+02
   243   0.556946E+04   0.187463E+01   0.212693E-01   0.517565E+02
   244   0.555541E+04   0.194148E+01   0.214445E-01   0.534300E+02
   245   0.554079E+04   0.201049E+01   0.216196E-01   0.550980E+02
   246   0.552563E+04   0.208165E+01   0.217948E-01   0.567599E+02
   247   0.550990E+04   0.215499E+01   0.219700E-01   0.584149E+02
   248   0.549363E+04   0.223053E+01   0.221451E-01   0.600623E+02
   249   0.547682E+04   0.230827E+01   0.223202E-01   0.617013E+02
   250   0.545947E+04   0.238824E+01   0.224952E-01   0.633312E+02
   251   0.544159E+04   0.247042E+01   0.226702E-01   0.649512E+02
   252   0.542318E+04   0.255483E+01   0.228450E-01   0.665606E+02
   253   0.540423E+04   0.264147E+01   0.230196E-01   0.681584E+02
   254   0.538477E+04   0.273037E+01   0.231942E-01   0.697440E+02
   255   0.536478E+04   0.282150E+01   0.233685E-01   0.713165E+02
   256   0.534427E+04   0.291488E+01   0.235426E-01   0.728753E+02
   257   0.532325E+04   0.301052E+01   0.237165E-01   0.744196E+02
   258   0.530174E+04   0.310840E+01   0.238902E-01   0.759485E+02
   259   0.527974E+04   0.320854E+01   0.240636E-01   0.774624E+02
   260   0.525728E+04   0.331093E+01   0.242368E-01   0.789591E+02
   261   0.523436E+04   0.341558E+01   0.244096E-01   0.804394E+02
   262   0.521099E+04   0.352247E+01   0.245822E-01   0.819018E+02
   263   0.518719E+04   0.363161E+01   0.247544E-01   0.833462E+02
   264   0.516296E+04   0.374300E+01   0.249263E-01   0.847712E+02
   265   0.513831E+04   0.385661E+01   0.250978E-01   0.861776E+02
   266   0.511324E+04   0.397244E+01   0.252689E-01   0.875631E+02
   267   0.508777E+04   0.409047E+01   0.254396E-01   0.889270E+02
   268   0.506189E+04   0.421069E+01   0.256099E-01   0.902701E+02
   269   0.503561E+04   0.433311E+01   0.257798E-01   0.915900E+02
   270   0.500893E+04   0.445769E+01   0.259492E-01   0.928877E+02
   271   0.498187E+04   0.458442E+01   0.261182E-01   0.941608E+02
   272   0.495444E+04   0.471330E+01   0.262868E-01   0.954102E+02
   273   0.492666E+04   0.484428E+01   0.264548E-01   0.966342E+02
   274   0.489851E+04   0.497736E+01   0.266223E-01   0.978338E+02
   275   0.487002E+04   0.511252E+01   0.267894E-01   0.990066E+02
   276   0.484121E+04   0.524973E+01   0.269559E-01   0.100153E+03
   277   0.481208E+04   0.538898E+01   0.271219E-01   0.101273E+03
   278   0.478263E+04   0.553024E+01   0.272873E-01   0.102364E+03
   279   0.475289E+04   0.567348E+01   0.274522E-01   0.103428E+03
   280   0.472286E+04   0.581866E+01   0.276166E-01   0.104463E+03
   281   0.469254E+04   0.596577E+01   0.277804E-01   0.105468E+03
   282   0.466196E+04   0.611476E+01   0.279435E-01   0.106445E+03
   283   0.463112E+04   0.626562E+01   0.281061E-01   0.107391E+03
   284   0.460002E+04   0.641831E+01   0.282682E-01   0.108306E+03
   285   0.456869E+04   0.657279E+01   0.284295E-01   0.109189E+03
   286   0.453712E+04   0.672904E+01   0.285903E-01   0.110042E+03
   287   0.450534E+04   0.688700E+01   0.287505E-01   0.110863E+03
   288   0.447335E+04   0.704665E+01   0.289100E-01   0.111650E+03
   289   0.444116E+04   0.720795E+01   0.290689E-01   0.112406E+03
   290   0.440879E+04   0.737085E+01   0.292272E-01   0.113128E+03
   291   0.437624E+04   0.753534E+01   0.293848E-01   0.113816E+03
   292   0.434352E+04   0.770128E+01   0.295418E-01   0.114471E+03
   293   0.431064E+04   0.786875E+01   0.296981E-01   0.115091E+03
   294   0.427762E+04   0.803766E+01   0.298537E-01   0.115676E+03
   295   0.424446E+04   0.820788E+01   0.300087E-01   0.116226E+03
   296   0.421116E+04   0.837948E+01   0.301630E-01   0.116741E+03
   297   0.417774E+04   0.855231E+01   0.303167E-01   0.117219E+03
   298   0.414421E+04   0.872636E+01   0.304696E-01   0.117661E+03
   299   0.411058E+04   0.890157E+01   0.306219E-01   0.118067E+03
   300   0.407686E+04   0.907785E+01   0.307735E-01   0.118435E+03
   301   0.404306E+04   0.925529E+01   0.309244E-01   0.118767E+03
   302   0.400920E+04   0.943366E+01   0.310746E-01   0.119062E+03
   303   0.397528E+04   0.961304E+01   0.312241E-01   0.119321E+03
   304   0.394132E+04   0.979335E+01   0.313729E-01   0.119542E+03
   305   0.390734E+04   0.997452E+01   0.315210E-01   0.119726E+03
   306   0.387334E+04   0.101565E+02   0.316684E-01   0.119872E+03
   307   0.383932E+04   0.103393E+02   0.318152E-01   0.119980E+03
   308   0.380532E+04   0.105227E+02   0.319612E-01   0.120052E+03
   309   0.377132E+04   0.107068E+02   0.321065E-01   0.120085E+03
   310   0.373734E+04   0.108914E+02   0.322511E-01   0.120081E+03
   311   0.370339E+04   0.110765E+02   0.323951E-01   0.120038E+03
   312   0.366948E+04   0.112620E+02   0.325383E-01   0.119957E+03
   313   0.363563E+04   0.114480E+02   0.326808E-01   0.119839E+03
   314   0.360184E+04   0.116342E+02   0.328226E-01   0.119682E+03
   315   0.356811E+04   0.118206E+02   0.329638E-01   0.119486E+03
   316   0.353447E+04   0.120073E+02   0.331042E-01   0.119253E+03
   317   0.350091E+04   0.121940E+02   0.332440E-01   0.118982E+03
   318   0.346747E+04   0.123808E+02   0.333831E-01   0.118672E+03
   319   0.343413E+04   0.125675E+02   0.335215E-01   0.118325E+03
   320   0.340091E+04   0.127542E+02   0.336593E-01   0.117940E+03
   321   0.336783E+04   0.129407E+02   0.337964E-01   0.117517E+03
   322   0.333488E+04   0.131270E+02   0.339328E-01   0.117057E+03
   323   0.330209E+04   0.133130E+02   0.340686E-01   0.116559E+03
   324   0.326945E+04   0.134985E+02   0.342037E-01   0.116024E+03
   325   0.323698E+04   0.136837E+02   0.343382E-01   0.115452E+03
   326   0.320468E+04   0.138684E+02   0.344721E-01   0.114843E+03
   327   0.317257E+04   0.140525E+02   0.346054E-01   0.114196E+03
   328   0.314066E+04   0.142358E+02   0.347380E-01   0.113513E+03
   329   0.310895E+04   0.144185E+02   0.348701E-01   0.112795E+03
   330   0.307746E+04   0.146004E+02   0.350015E-01   0.112040E+03
   331   0.304618E+04   0.147814E+02   0.351325E-01   0.111249E+03
   332   0.301514E+04   0.149615E+02   0.352628E-01   0.110423E+03
   333   0.298432E+04   0.151405E+02   0.353926E-01   0.109562E+03
   334   0.295375E+04   0.153185E+02   0.355219E-01   0.108665E+03
   335   0.292345E+04   0.154953E+02   0.356506E-01   0.107735E+03
   336   0.289340E+04   0.156709E+02   0.357789E-01   0.106769E+03
   337   0.286362E+04   0.158452E+02   0.359066E-01   0.105771E+03
   338   0.283412E+04   0.160181E+02   0.360339E-01   0.104740E+03
   339   0.280491E+04   0.161897E+02   0.361608E-01   0.103676E+03
   340   0.277599E+04   0.163598E+02   0.362872E-01   0.102579E+03
   341   0.274737E+04   0.165282E+02   0.364131E-01   0.101451E+03
   342   0.271906E+04   0.166950E+02   0.365387E-01   0.100291E+03
   343   0.269105E+04   0.168601E+02   0.366639E-01   0.990995E+02
   344   0.266336E+04   0.170234E+02   0.367887E-01   0.978769E+02
   345   0.263599E+04   0.171847E+02   0.369132E-01   0.966237E+02
   346   0.260894E+04   0.173441E+02   0.370374E-01   0.953397E+02
   347   0.258222E+04   0.175014E+02   0.371612E-01   0.940258E+02
   348   0.255583E+04   0.176566E+02   0.372848E-01   0.926819E+02
   349   0.252979E+04   0.178096E+02   0.374081E-01   0.913104E+02
   350   0.250409E+04   0.179604E+02   0.375312E-01   0.899103E+02
   351   0.247876E+04   0.181090E+02   0.376540E-01   0.884833E+02
   352   0.245380E+04   0.182553E+02   0.377766E-01   0.870301E+02
   353   0.242920E+04   0.183992E+02   0.378991E-01   0.855506E+02
   354   0.240499E+04   0.185408E+02   0.380214E-01   0.840472E+02
   355   0.238116E+04   0.186798E+02   0.381436E-01   0.825190E+02
   356   0.235772E+04   0.188163E+02   0.382656E-01   0.809668E+02
   357   0.233466E+04   0.189502E+02   0.383876E-01   0.793914E+02
   358   0.231201E+04   0.190815E+02   0.385095E-01   0.777934E+02
   359   0.228976E+04   0.192099E+02   0.386313E-01   0.761730E+02
   360   0.226790E+04   0.193356E+02   0.387531E-01   0.745315E+02
   361   0.224645E+04   0.194583E+02   0.388749E-01   0.728679E+02
   362   0.222540E+04   0.195781E+02   0.389967E-01   0.711842E+02
   363   0.220477E+04   0.196949E+02   0.391186E-01   0.694808E+02
   364   0.218455E+04   0.198087E+02   0.392405E-01   0.677585E+02
   365   0.216475E+04   0.199194E+02   0.393625E-01   0.660181E+02
   366   0.214537E+04   0.200268E+02   0.394846E-01   0.642603E+02
   367   0.212642E+04   0.201312E+02   0.396068E-01   0.624859E+02
   368   0.210790E+04   0.202322E+02   0.397292E-01   0.606957E+02
   369   0.208980E+04   0.203300E+02   0.398517E-01   0.588906E+02
   370   0.207215E+04   0.204244E+02   0.399744E-01   0.570710E+02
   371   0.205492E+04   0.205155E+02   0.400973E-01   0.552380E+02
   372   0.203813E+04   0.206031E+02   0.402205E-01   0.533921E+02
   373   0.202178E+04   0.206874E+02   0.403439E-01   0.515343E+02
   374   0.200586E+04   0.207682E+02   0.404675E-01   0.496653E+02
   375   0.199038E+04   0.208454E+02   0.405915E-01   0.477857E+02
   376   0.197534E+04   0.209190E+02   0.407157E-01   0.458964E+02
   377   0.196075E+04   0.209891E+02   0.408403E-01   0.439980E+02
   378   0.194659E+04   0.210555E+02   0.409652E-01   0.420914E+02
   379   0.193288E+04   0.211181E+02   0.410905E-01   0.401772E+02
   380   0.191962E+04   0.211770E+02   0.412161E-01   0.382563E+02
   381   0.190679E+04   0.212321E+02   0.413422E-01   0.363293E+02
   382   0.189442E+04   0.212833E+02   0.414687E-01   0.343969E+02
   383   0.188249E+04   0.213308E+02   0.415956E-01   0.324601E+02
   384   0.187100E+04   0.213743E+02   0.417230E-01   0.305197E+02
   385   0.185995E+04   0.214140E+02   0.418508E-01   0.285765E+02
   386   0.184935E+04   0.214499E+02   0.419792E-01   0.266313E+02
   387   0.183920E+04   0.214819E+02   0.421080E-01   0.246849E+02
   388   0.182948E+04   0.215101E+02   0.422374E-01   0.227383E+02
   389   0.182020E+04   0.215344E+02   0.423673E-01   0.207922E+02
   390   0.181136E+04   0.215548E+02   0.424978E-01   0.188474E+02
   391   0.180296E+04   0.215714E+02   0.426289E-01   0.169047E+02
   392   0.179498E+04   0.215840E+02   0.427605E-01   0.149649E+02
   393   0.178744E+04   0.215927E+02   0.428928E-01   0.130288E+02
   394   0.178033E+04   0.215975E+02   0.430256E-01   0.110971E+02
   395   0.177364E+04   0.215983E+02   0.431592E-01   0.917074E+01
