#    L    TT             EE             TE             PP             TP          
  1994   0.227713E+03   0.945690E+01  -0.219681E+02   0.961827E+05   0.115382E+02
  1995   0.227984E+03   0.938469E+01  -0.219772E+02   0.960974E+05   0.116488E+02
  1996   0.228254E+03   0.931210E+01  -0.219821E+02   0.960122E+05   0.117491E+02
  1997   0.228523E+03   0.923930E+01  -0.219826E+02   0.959272E+05   0.118385E+02
  1998   0.228789E+03   0.916627E+01  -0.219789E+02   0.958422E+05   0.119163E+02
  1999   0.229055E+03   0.909295E+01  -0.219708E+02   0.957574E+05   0.119819E+02
  2000   0.229318E+03   0.901941E+01  -0.219586E+02   0.956726E+05   0.120348E+02
  2001   0.229579E+03   0.894571E+01  -0.219420E+02   0.955880E+05   0.120746E+02
  2002   0.229837E+03   0.887187E+01  -0.219212E+02   0.955035E+05   0.121014E+02
  2003   0.230092E+03   0.879789E+01  -0.218962E+02   0.954191E+05   0.121157E+02
  2004   0.230345E+03   0.872375E+01  -0.218670E+02   0.953348E+05   0.121179E+02
  2005   0.230594E+03   0.864962E+01  -0.218336E+02   0.952506E+05   0.121085E+02
  2006   0.230839E+03   0.857533E+01  -0.217960E+02   0.951665E+05   0.120878E+02
  2007   0.231080E+03   0.850105E+01  -0.217543E+02   0.950826E+05   0.120564E+02
  2008   0.231318E+03   0.842677E+01  -0.217085E+02   0.949987E+05   0.120145E+02
  2009   0.231550E+03   0.835249E+01  -0.216586E+02   0.949150E+05   0.119627E+02
  2010   0.231779E+03   0.827829E+01  -0.216046E+02   0.948313E+05   0.119014E+02
  2011   0.232002E+03   0.820409E+01  -0.215465E+02   0.947478E+05   0.118310E+02
  2012   0.232219E+03   0.812996E+01  -0.214844E+02   0.946643E+05   0.117518E+02
  2013   0.232431E+03   0.805591E+01  -0.214183E+02   0.945810E+05   0.116645E+02
  2014   0.232638E+03   0.798201E+01  -0.213483E+02   0.944978E+05   0.115693E+02
  2015   0.232838E+03   0.790826E+01  -0.212743E+02   0.944147E+05   0.114667E+02
  2016   0.233032E+03   0.783473E+01  -0.211964E+02   0.943317E+05   0.113571E+02
  2017   0.233221E+03   0.776135E+01  -0.211147E+02   0.942488E+05   0.112410E+02
  2018   0.233402E+03   0.768820E+01  -0.210293E+02   0.941660E+05   0.111187E+02
  2019   0.233577E+03   0.761534E+01  -0.209401E+02   0.940834E+05   0.109908E+02
  2020   0.233745E+03   0.754271E+01  -0.208473E+02   0.940008E+05   0.108575E+02
  2021   0.233906E+03   0.747046E+01  -0.207508E+02   0.939183E+05   0.107194E+02
  2022   0.234061E+03   0.739845E+01  -0.206507E+02   0.938360E+05   0.105769E+02
  2023   0.234207E+03   0.732683E+01  -0.205471E+02   0.937537E+05   0.104304E+02
  2024   0.234346E+03   0.725557E+01  -0.204400E+02   0.936716E+05   0.102803E+02
  2025   0.234477E+03   0.718469E+01  -0.203293E+02   0.935895E+05   0.101270E+02
  2026   0.234599E+03   0.711423E+01  -0.202153E+02   0.935076E+05   0.997103E+01
  2027   0.234713E+03   0.704418E+01  -0.200979E+02   0.934257E+05   0.981273E+01
  2028   0.234819E+03   0.697459E+01  -0.199772E+02   0.933440E+05   0.965256E+01
  2029   0.234916E+03   0.690545E+01  -0.198532E+02   0.932624E+05   0.949094E+01
  2030   0.235004E+03   0.683681E+01  -0.197260E+02   0.931809E+05   0.932828E+01
  2031   0.235084E+03   0.676868E+01  -0.195955E+02   0.930994E+05   0.916502E+01
  2032   0.235154E+03   0.670108E+01  -0.194621E+02   0.930181E+05   0.900159E+01
  2033   0.235214E+03   0.663403E+01  -0.193256E+02   0.929369E+05   0.883840E+01
  2034   0.235266E+03   0.656756E+01  -0.191861E+02   0.928558E+05   0.867588E+01
  2035   0.235307E+03   0.650168E+01  -0.190437E+02   0.927748E+05   0.851445E+01
  2036   0.235340E+03   0.643641E+01  -0.188984E+02   0.926939E+05   0.835455E+01
  2037   0.235361E+03   0.637175E+01  -0.187503E+02   0.926131E+05   0.819659E+01
  2038   0.235373E+03   0.630775E+01  -0.185994E+02   0.925324E+05   0.804101E+01
  2039   0.235375E+03   0.624439E+01  -0.184459E+02   0.924518E+05   0.788822E+01
  2040   0.235366E+03   0.618172E+01  -0.182897E+02   0.923713E+05   0.773865E+01
  2041   0.235346E+03   0.611973E+01  -0.181309E+02   0.922910E+05   0.759273E+01
  2042   0.235315E+03   0.605845E+01  -0.179696E+02   0.922107E+05   0.745088E+01
  2043   0.235274E+03   0.599790E+01  -0.178058E+02   0.921305E+05   0.731353E+01
  2044   0.235222E+03   0.593809E+01  -0.176397E+02   0.920504E+05   0.718109E+01
  2045   0.235160E+03   0.587905E+01  -0.174713E+02   0.919704E+05   0.705401E+01
  2046   0.235086E+03   0.582077E+01  -0.173006E+02   0.918906E+05   0.693269E+01
  2047   0.235000E+03   0.576329E+01  -0.171278E+02   0.918108E+05   0.681757E+01
  2048   0.234904E+03   0.570663E+01  -0.169529E+02   0.917311E+05   0.670908E+01
  2049   0.234797E+03   0.565078E+01  -0.167760E+02   0.916515E+05   0.660762E+01
  2050   0.234679E+03   0.559578E+01  -0.165971E+02   0.915720E+05   0.651364E+01
  2051   0.234549E+03   0.554162E+01  -0.164164E+02   0.914927E+05   0.642747E+01
  2052   0.234407E+03   0.548831E+01  -0.162338E+02   0.914134E+05   0.634906E+01
  2053   0.234254E+03   0.543589E+01  -0.160494E+02   0.913342E+05   0.627830E+01
  2054   0.234088E+03   0.538434E+01  -0.158634E+02   0.912551E+05   0.621506E+01
  2055   0.233911E+03   0.533368E+01  -0.156757E+02   0.911762E+05   0.615922E+01
  2056   0.233723E+03   0.528393E+01  -0.154865E+02   0.910973E+05   0.611064E+01
  2057   0.233522E+03   0.523510E+01  -0.152957E+02   0.910185E+05   0.606921E+01
  2058   0.233310E+03   0.518719E+01  -0.151036E+02   0.909398E+05   0.603479E+01
  2059   0.233085E+03   0.514021E+01  -0.149102E+02   0.908613E+05   0.600727E+01
  2060   0.232849E+03   0.509419E+01  -0.147155E+02   0.907828E+05   0.598651E+01
  2061   0.232600E+03   0.504912E+01  -0.145196E+02   0.907044E+05   0.597239E+01
  2062   0.232340E+03   0.500501E+01  -0.143226E+02   0.906261E+05   0.596480E+01
  2063   0.232068E+03   0.496188E+01  -0.141246E+02   0.905479E+05   0.596359E+01
  2064   0.231783E+03   0.491973E+01  -0.139256E+02   0.904698E+05   0.596864E+01
  2065   0.231488E+03   0.487857E+01  -0.137257E+02   0.903918E+05   0.597984E+01
  2066   0.231179E+03   0.483840E+01  -0.135250E+02   0.903140E+05   0.599705E+01
  2067   0.230859E+03   0.479923E+01  -0.133235E+02   0.902362E+05   0.602014E+01
  2068   0.230528E+03   0.476108E+01  -0.131215E+02   0.901585E+05   0.604900E+01
  2069   0.230184E+03   0.472393E+01  -0.129187E+02   0.900809E+05   0.608350E+01
  2070   0.229829E+03   0.468781E+01  -0.127155E+02   0.900033E+05   0.612351E+01
  2071   0.229462E+03   0.465271E+01  -0.125118E+02   0.899259E+05   0.616890E+01
  2072   0.229083E+03   0.461863E+01  -0.123077E+02   0.898486E+05   0.621956E+01
  2073   0.228692E+03   0.458559E+01  -0.121034E+02   0.897714E+05   0.627535E+01
  2074   0.228289E+03   0.455358E+01  -0.118987E+02   0.896943E+05   0.633615E+01
  2075   0.227875E+03   0.452262E+01  -0.116939E+02   0.896173E+05   0.640184E+01
  2076   0.227449E+03   0.449268E+01  -0.114890E+02   0.895403E+05   0.647228E+01
  2077   0.227011E+03   0.446380E+01  -0.112841E+02   0.894635E+05   0.654736E+01
  2078   0.226562E+03   0.443596E+01  -0.110793E+02   0.893867E+05   0.662695E+01
  2079   0.226101E+03   0.440918E+01  -0.108745E+02   0.893101E+05   0.671092E+01
  2080   0.225629E+03   0.438343E+01  -0.106700E+02   0.892335E+05   0.679914E+01
  2081   0.225146E+03   0.435875E+01  -0.104656E+02   0.891571E+05   0.689150E+01
  2082   0.224652E+03   0.433512E+01  -0.102617E+02   0.890807E+05   0.698786E+01
  2083   0.224147E+03   0.431253E+01  -0.100582E+02   0.890045E+05   0.708810E+01
  2084   0.223631E+03   0.429101E+01  -0.985521E+01   0.889283E+05   0.719210E+01
  2085   0.223104E+03   0.427054E+01  -0.965278E+01   0.888522E+05   0.729973E+01
  2086   0.222566E+03   0.425112E+01  -0.945096E+01   0.887762E+05   0.741086E+01
  2087   0.222018E+03   0.423274E+01  -0.924980E+01   0.887003E+05   0.752537E+01
  2088   0.221460E+03   0.421541E+01  -0.904940E+01   0.886245E+05   0.764313E+01
  2089   0.220891E+03   0.419913E+01  -0.884982E+01   0.885488E+05   0.776402E+01
  2090   0.220311E+03   0.418388E+01  -0.865114E+01   0.884732E+05   0.788792E+01
  2091   0.219721E+03   0.416968E+01  -0.845335E+01   0.883977E+05   0.801469E+01
  2092   0.219121E+03   0.415651E+01  -0.825662E+01   0.883222E+05   0.814420E+01
  2093   0.218511E+03   0.414437E+01  -0.806100E+01   0.882469E+05   0.827635E+01
  2094   0.217891E+03   0.413325E+01  -0.786643E+01   0.881716E+05   0.841099E+01
  2095   0.217261E+03   0.412316E+01  -0.767313E+01   0.880965E+05   0.854801E+01
  2096   0.216622E+03   0.411409E+01  -0.748110E+01   0.880214E+05   0.868728E+01
  2097   0.215974E+03   0.410602E+01  -0.729036E+01   0.879464E+05   0.882867E+01
  2098   0.215315E+03   0.409896E+01  -0.710103E+01   0.878716E+05   0.897206E+01
  2099   0.214648E+03   0.409289E+01  -0.691315E+01   0.877968E+05   0.911733E+01
  2100   0.213971E+03   0.408782E+01  -0.672677E+01   0.877221E+05   0.926434E+01
  2101   0.213286E+03   0.408374E+01  -0.654195E+01   0.876474E+05   0.941295E+01
  2102   0.212591E+03   0.408062E+01  -0.635875E+01   0.875729E+05   0.956298E+01
  2103   0.211887E+03   0.407848E+01  -0.617722E+01   0.874985E+05   0.971422E+01
  2104   0.211175E+03   0.407730E+01  -0.599743E+01   0.874242E+05   0.986644E+01
  2105   0.210454E+03   0.407708E+01  -0.581942E+01   0.873499E+05   0.100195E+02
  2106   0.209725E+03   0.407779E+01  -0.564323E+01   0.872757E+05   0.101730E+02
  2107   0.208988E+03   0.407944E+01  -0.546894E+01   0.872017E+05   0.103270E+02
  2108   0.208242E+03   0.408202E+01  -0.529659E+01   0.871277E+05   0.104811E+02
  2109   0.207490E+03   0.408551E+01  -0.512624E+01   0.870538E+05   0.106352E+02
  2110   0.206729E+03   0.408991E+01  -0.495792E+01   0.869800E+05   0.107890E+02
  2111   0.205961E+03   0.409521E+01  -0.479169E+01   0.869063E+05   0.109423E+02
  2112   0.205187E+03   0.410139E+01  -0.462761E+01   0.868327E+05   0.110950E+02
  2113   0.204405E+03   0.410844E+01  -0.446570E+01   0.867591E+05   0.112467E+02
  2114   0.203616E+03   0.411636E+01  -0.430603E+01   0.866857E+05   0.113974E+02
  2115   0.202822E+03   0.412513E+01  -0.414861E+01   0.866123E+05   0.115468E+02
  2116   0.202020E+03   0.413474E+01  -0.399350E+01   0.865390E+05   0.116947E+02
  2117   0.201213E+03   0.414518E+01  -0.384073E+01   0.864659E+05   0.118408E+02
  2118   0.200399E+03   0.415643E+01  -0.369037E+01   0.863928E+05   0.119850E+02
  2119   0.199579E+03   0.416848E+01  -0.354243E+01   0.863198E+05   0.121270E+02
  2120   0.198753E+03   0.418132E+01  -0.339695E+01   0.862468E+05   0.122668E+02
  2121   0.197923E+03   0.419493E+01  -0.325398E+01   0.861740E+05   0.124039E+02
  2122   0.197087E+03   0.420931E+01  -0.311353E+01   0.861013E+05   0.125383E+02
  2123   0.196245E+03   0.422444E+01  -0.297565E+01   0.860286E+05   0.126697E+02
  2124   0.195400E+03   0.424031E+01  -0.284038E+01   0.859561E+05   0.127979E+02
  2125   0.194549E+03   0.425689E+01  -0.270775E+01   0.858836E+05   0.129228E+02
  2126   0.193694E+03   0.427418E+01  -0.257778E+01   0.858112E+05   0.130440E+02
  2127   0.192834E+03   0.429217E+01  -0.245051E+01   0.857389E+05   0.131614E+02
  2128   0.191971E+03   0.431083E+01  -0.232597E+01   0.856667E+05   0.132748E+02
  2129   0.191105E+03   0.433015E+01  -0.220417E+01   0.855945E+05   0.133839E+02
  2130   0.190233E+03   0.435012E+01  -0.208517E+01   0.855225E+05   0.134886E+02
  2131   0.189359E+03   0.437072E+01  -0.196898E+01   0.854505E+05   0.135887E+02
  2132   0.188481E+03   0.439194E+01  -0.185563E+01   0.853787E+05   0.136839E+02
  2133   0.187601E+03   0.441376E+01  -0.174514E+01   0.853069E+05   0.137741E+02
  2134   0.186717E+03   0.443617E+01  -0.163752E+01   0.852352E+05   0.138589E+02
  2135   0.185831E+03   0.445915E+01  -0.153281E+01   0.851636E+05   0.139383E+02
  2136   0.184943E+03   0.448267E+01  -0.143100E+01   0.850921E+05   0.140120E+02
  2137   0.184052E+03   0.450674E+01  -0.133213E+01   0.850206E+05   0.140798E+02
  2138   0.183159E+03   0.453133E+01  -0.123621E+01   0.849493E+05   0.141414E+02
  2139   0.182265E+03   0.455642E+01  -0.114325E+01   0.848780E+05   0.141968E+02
  2140   0.181369E+03   0.458201E+01  -0.105328E+01   0.848068E+05   0.142456E+02
  2141   0.180472E+03   0.460806E+01  -0.966301E+00   0.847357E+05   0.142877E+02
  2142   0.179574E+03   0.463458E+01  -0.882320E+00   0.846647E+05   0.143228E+02
  2143   0.178675E+03   0.466152E+01  -0.801361E+00   0.845938E+05   0.143508E+02
  2144   0.177776E+03   0.468890E+01  -0.723425E+00   0.845230E+05   0.143714E+02
  2145   0.176876E+03   0.471667E+01  -0.648530E+00   0.844522E+05   0.143844E+02
  2146   0.175975E+03   0.474482E+01  -0.576686E+00   0.843815E+05   0.143897E+02
  2147   0.175075E+03   0.477335E+01  -0.507897E+00   0.843110E+05   0.143869E+02
  2148   0.174174E+03   0.480223E+01  -0.442167E+00   0.842405E+05   0.143760E+02
  2149   0.173274E+03   0.483145E+01  -0.379499E+00   0.841700E+05   0.143566E+02
  2150   0.172374E+03   0.486098E+01  -0.319898E+00   0.840997E+05   0.143286E+02
  2151   0.171475E+03   0.489080E+01  -0.263368E+00   0.840295E+05   0.142919E+02
  2152   0.170577E+03   0.492091E+01  -0.209911E+00   0.839593E+05   0.142467E+02
  2153   0.169680E+03   0.495128E+01  -0.159529E+00   0.838892E+05   0.141933E+02
  2154   0.168784E+03   0.498189E+01  -0.112219E+00   0.838192E+05   0.141321E+02
  2155   0.167890E+03   0.501274E+01  -0.679738E-01   0.837493E+05   0.140634E+02
  2156   0.166997E+03   0.504378E+01  -0.267868E-01   0.836795E+05   0.139876E+02
  2157   0.166106E+03   0.507503E+01   0.113481E-01   0.836097E+05   0.139049E+02
  2158   0.165217E+03   0.510646E+01   0.464371E-01   0.835401E+05   0.138158E+02
  2159   0.164330E+03   0.513804E+01   0.784866E-01   0.834705E+05   0.137205E+02
  2160   0.163446E+03   0.516976E+01   0.107504E+00   0.834010E+05   0.136194E+02
  2161   0.162564E+03   0.520161E+01   0.133500E+00   0.833316E+05   0.135128E+02
  2162   0.161685E+03   0.523356E+01   0.156489E+00   0.832623E+05   0.134011E+02
  2163   0.160809E+03   0.526560E+01   0.176481E+00   0.831930E+05   0.132846E+02
  2164   0.159936E+03   0.529771E+01   0.193489E+00   0.831239E+05   0.131636E+02
  2165   0.159066E+03   0.532987E+01   0.207526E+00   0.830548E+05   0.130385E+02
  2166   0.158200E+03   0.536206E+01   0.218604E+00   0.829858E+05   0.129096E+02
  2167   0.157337E+03   0.539427E+01   0.226738E+00   0.829169E+05   0.127772E+02
  2168   0.156478E+03   0.542649E+01   0.231950E+00   0.828481E+05   0.126416E+02
  2169   0.155623E+03   0.545868E+01   0.234269E+00   0.827793E+05   0.125033E+02
  2170   0.154773E+03   0.549084E+01   0.233718E+00   0.827106E+05   0.123625E+02
  2171   0.153926E+03   0.552296E+01   0.230324E+00   0.826421E+05   0.122196E+02
  2172   0.153084E+03   0.555502E+01   0.224113E+00   0.825736E+05   0.120750E+02
  2173   0.152247E+03   0.558700E+01   0.215111E+00   0.825051E+05   0.119288E+02
  2174   0.151415E+03   0.561889E+01   0.203344E+00   0.824368E+05   0.117816E+02
  2175   0.150588E+03   0.565066E+01   0.188837E+00   0.823685E+05   0.116335E+02
  2176   0.149767E+03   0.568231E+01   0.171618E+00   0.823004E+05   0.114850E+02
  2177   0.148951E+03   0.571382E+01   0.151710E+00   0.822323E+05   0.113364E+02
  2178   0.148140E+03   0.574517E+01   0.129142E+00   0.821643E+05   0.111881E+02
  2179   0.147335E+03   0.577634E+01   0.103937E+00   0.820963E+05   0.110403E+02
  2180   0.146535E+03   0.580732E+01   0.761225E-01   0.820285E+05   0.108933E+02
  2181   0.145742E+03   0.583810E+01   0.457258E-01   0.819607E+05   0.107476E+02
  2182   0.144954E+03   0.586864E+01   0.127806E-01   0.818930E+05   0.106035E+02
  2183   0.144173E+03   0.589896E+01  -0.226781E-01   0.818254E+05   0.104613E+02
  2184   0.143399E+03   0.592902E+01  -0.606150E-01   0.817579E+05   0.103213E+02
  2185   0.142630E+03   0.595881E+01  -0.100995E+00   0.816904E+05   0.101839E+02
  2186   0.141868E+03   0.598833E+01  -0.143782E+00   0.816230E+05   0.100494E+02
  2187   0.141114E+03   0.601755E+01  -0.188942E+00   0.815558E+05   0.991810E+01
  2188   0.140365E+03   0.604646E+01  -0.236440E+00   0.814885E+05   0.979041E+01
  2189   0.139624E+03   0.607504E+01  -0.286238E+00   0.814214E+05   0.966662E+01
  2190   0.138891E+03   0.610330E+01  -0.338301E+00   0.813544E+05   0.954709E+01
  2191   0.138164E+03   0.613119E+01  -0.392593E+00   0.812874E+05   0.943214E+01
  2192   0.137445E+03   0.615872E+01  -0.449076E+00   0.812205E+05   0.932210E+01
  2193   0.136733E+03   0.618586E+01  -0.507715E+00   0.811537E+05   0.921732E+01
  2194   0.136027E+03   0.621261E+01  -0.568474E+00   0.810870E+05   0.911813E+01
  2195   0.135330E+03   0.623895E+01  -0.631315E+00   0.810203E+05   0.902486E+01
  2196   0.134642E+03   0.626486E+01  -0.696193E+00   0.809537E+05   0.893785E+01
  2197   0.133960E+03   0.629034E+01  -0.763066E+00   0.808872E+05   0.885744E+01
  2198   0.133286E+03   0.631537E+01  -0.831880E+00   0.808208E+05   0.878396E+01
  2199   0.132620E+03   0.633995E+01  -0.902602E+00   0.807545E+05   0.871774E+01
  2200   0.131963E+03   0.636406E+01  -0.975180E+00   0.806882E+05   0.865912E+01
  2201   0.131314E+03   0.638769E+01  -0.104958E+01   0.806220E+05   0.860833E+01
  2202   0.130672E+03   0.641083E+01  -0.112573E+01   0.805559E+05   0.856516E+01
  2203   0.130040E+03   0.643348E+01  -0.120362E+01   0.804899E+05   0.852929E+01
  2204   0.129416E+03   0.645560E+01  -0.128318E+01   0.804240E+05   0.850041E+01
  2205   0.128800E+03   0.647721E+01  -0.136437E+01   0.803581E+05   0.847819E+01
  2206   0.128192E+03   0.649828E+01  -0.144717E+01   0.802923E+05   0.846233E+01
  2207   0.127593E+03   0.651881E+01  -0.153152E+01   0.802266E+05   0.845251E+01
  2208   0.127003E+03   0.653878E+01  -0.161737E+01   0.801610E+05   0.844841E+01
  2209   0.126421E+03   0.655818E+01  -0.170468E+01   0.800954E+05   0.844971E+01
  2210   0.125849E+03   0.657700E+01  -0.179341E+01   0.800299E+05   0.845611E+01
  2211   0.125284E+03   0.659525E+01  -0.188351E+01   0.799645E+05   0.846727E+01
  2212   0.124729E+03   0.661291E+01  -0.197493E+01   0.798992E+05   0.848288E+01
  2213   0.124182E+03   0.662995E+01  -0.206760E+01   0.798339E+05   0.850264E+01
  2214   0.123645E+03   0.664641E+01  -0.216150E+01   0.797688E+05   0.852622E+01
  2215   0.123115E+03   0.666224E+01  -0.225657E+01   0.797037E+05   0.855330E+01
  2216   0.122596E+03   0.667745E+01  -0.235276E+01   0.796386E+05   0.858357E+01
  2217   0.122085E+03   0.669203E+01  -0.245001E+01   0.795737E+05   0.861672E+01
  2218   0.121583E+03   0.670598E+01  -0.254829E+01   0.795088E+05   0.865242E+01
  2219   0.121089E+03   0.671929E+01  -0.264753E+01   0.794440E+05   0.869036E+01
  2220   0.120605E+03   0.673196E+01  -0.274770E+01   0.793793E+05   0.873022E+01
  2221   0.120130E+03   0.674398E+01  -0.284874E+01   0.793147E+05   0.877169E+01
  2222   0.119664E+03   0.675534E+01  -0.295059E+01   0.792501E+05   0.881445E+01
  2223   0.119207E+03   0.676605E+01  -0.305323E+01   0.791856E+05   0.885818E+01
  2224   0.118759E+03   0.677608E+01  -0.315658E+01   0.791212E+05   0.890257E+01
  2225   0.118320E+03   0.678544E+01  -0.326061E+01   0.790569E+05   0.894730E+01
  2226   0.117890E+03   0.679413E+01  -0.336526E+01   0.789926E+05   0.899206E+01
  2227   0.117469E+03   0.680213E+01  -0.347049E+01   0.789284E+05   0.903652E+01
  2228   0.117057E+03   0.680944E+01  -0.357625E+01   0.788643E+05   0.908038E+01
  2229   0.116654E+03   0.681606E+01  -0.368248E+01   0.788003E+05   0.912331E+01
  2230   0.116260E+03   0.682198E+01  -0.378914E+01   0.787363E+05   0.916500E+01
  2231   0.115875E+03   0.682720E+01  -0.389617E+01   0.786725E+05   0.920513E+01
  2232   0.115498E+03   0.683173E+01  -0.400354E+01   0.786086E+05   0.924339E+01
  2233   0.115130E+03   0.683554E+01  -0.411118E+01   0.785449E+05   0.927945E+01
  2234   0.114772E+03   0.683867E+01  -0.421905E+01   0.784812E+05   0.931301E+01
  2235   0.114422E+03   0.684109E+01  -0.432710E+01   0.784177E+05   0.934375E+01
  2236   0.114082E+03   0.684281E+01  -0.443526E+01   0.783541E+05   0.937134E+01
  2237   0.113749E+03   0.684383E+01  -0.454351E+01   0.782907E+05   0.939548E+01
  2238   0.113426E+03   0.684416E+01  -0.465179E+01   0.782273E+05   0.941585E+01
  2239   0.113111E+03   0.684377E+01  -0.476005E+01   0.781640E+05   0.943212E+01
  2240   0.112805E+03   0.684270E+01  -0.486825E+01   0.781008E+05   0.944399E+01
  2241   0.112507E+03   0.684090E+01  -0.497634E+01   0.780377E+05   0.945114E+01
  2242   0.112218E+03   0.683840E+01  -0.508428E+01   0.779746E+05   0.945325E+01
  2243   0.111938E+03   0.683521E+01  -0.519200E+01   0.779116E+05   0.945000E+01
  2244   0.111666E+03   0.683130E+01  -0.529948E+01   0.778487E+05   0.944108E+01
  2245   0.111402E+03   0.682667E+01  -0.540666E+01   0.777858E+05   0.942617E+01
  2246   0.111146E+03   0.682135E+01  -0.551350E+01   0.777231E+05   0.940496E+01
  2247   0.110899E+03   0.681532E+01  -0.561996E+01   0.776604E+05   0.937713E+01
  2248   0.110659E+03   0.680859E+01  -0.572598E+01   0.775977E+05   0.934236E+01
  2249   0.110428E+03   0.680117E+01  -0.583154E+01   0.775352E+05   0.930033E+01
  2250   0.110205E+03   0.679304E+01  -0.593657E+01   0.774727E+05   0.925074E+01
  2251   0.109990E+03   0.678422E+01  -0.604104E+01   0.774103E+05   0.919336E+01
  2252   0.109783E+03   0.677470E+01  -0.614490E+01   0.773479E+05   0.912841E+01
  2253   0.109583E+03   0.676449E+01  -0.624811E+01   0.772856E+05   0.905621E+01
  2254   0.109391E+03   0.675360E+01  -0.635064E+01   0.772234E+05   0.897708E+01
  2255   0.109206E+03   0.674201E+01  -0.645244E+01   0.771613E+05   0.889132E+01
  2256   0.109029E+03   0.672973E+01  -0.655347E+01   0.770993E+05   0.879926E+01
  2257   0.108860E+03   0.671677E+01  -0.665369E+01   0.770373E+05   0.870122E+01
  2258   0.108698E+03   0.670313E+01  -0.675307E+01   0.769754E+05   0.859750E+01
  2259   0.108542E+03   0.668881E+01  -0.685156E+01   0.769135E+05   0.848844E+01
  2260   0.108394E+03   0.667382E+01  -0.694912E+01   0.768518E+05   0.837434E+01
  2261   0.108254E+03   0.665816E+01  -0.704572E+01   0.767901E+05   0.825553E+01
  2262   0.108120E+03   0.664186E+01  -0.714132E+01   0.767284E+05   0.813231E+01
  2263   0.107992E+03   0.662491E+01  -0.723589E+01   0.766669E+05   0.800501E+01
  2264   0.107872E+03   0.660732E+01  -0.732939E+01   0.766054E+05   0.787394E+01
  2265   0.107758E+03   0.658911E+01  -0.742177E+01   0.765440E+05   0.773942E+01
  2266   0.107651E+03   0.657026E+01  -0.751305E+01   0.764826E+05   0.760177E+01
  2267   0.107550E+03   0.655081E+01  -0.760310E+01   0.764214E+05   0.746130E+01
  2268   0.107454E+03   0.653073E+01  -0.769195E+01   0.763602E+05   0.731834E+01
  2269   0.107366E+03   0.651006E+01  -0.777954E+01   0.762990E+05   0.717319E+01
  2270   0.107283E+03   0.648879E+01  -0.786594E+01   0.762380E+05   0.702617E+01
  2271   0.107207E+03   0.646692E+01  -0.795099E+01   0.761770E+05   0.687761E+01
  2272   0.107136E+03   0.644446E+01  -0.803471E+01   0.761160E+05   0.672782E+01
  2273   0.107071E+03   0.642143E+01  -0.811708E+01   0.760552E+05   0.657711E+01
  2274   0.107012E+03   0.639782E+01  -0.819803E+01   0.759944E+05   0.642580E+01
  2275   0.106957E+03   0.637366E+01  -0.827757E+01   0.759337E+05   0.627421E+01
  2276   0.106909E+03   0.634895E+01  -0.835569E+01   0.758730E+05   0.612266E+01
  2277   0.106865E+03   0.632369E+01  -0.843233E+01   0.758125E+05   0.597147E+01
  2278   0.106826E+03   0.629791E+01  -0.850747E+01   0.757520E+05   0.582094E+01
  2279   0.106792E+03   0.627160E+01  -0.858112E+01   0.756915E+05   0.567140E+01
  2280   0.106764E+03   0.624479E+01  -0.865321E+01   0.756311E+05   0.552316E+01
  2281   0.106740E+03   0.621745E+01  -0.872366E+01   0.755708E+05   0.537655E+01
  2282   0.106721E+03   0.618963E+01  -0.879255E+01   0.755106E+05   0.523187E+01
  2283   0.106705E+03   0.616132E+01  -0.885987E+01   0.754504E+05   0.508945E+01
  2284   0.106694E+03   0.613252E+01  -0.892548E+01   0.753903E+05   0.494959E+01
  2285   0.106687E+03   0.610325E+01  -0.898945E+01   0.753303E+05   0.481263E+01
  2286   0.106685E+03   0.607352E+01  -0.905171E+01   0.752704E+05   0.467888E+01
  2287   0.106686E+03   0.604334E+01  -0.911233E+01   0.752105E+05   0.454864E+01
  2288   0.106691E+03   0.601271E+01  -0.917116E+01   0.751506E+05   0.442225E+01
  2289   0.106700E+03   0.598167E+01  -0.922828E+01   0.750909E+05   0.430001E+01
  2290   0.106712E+03   0.595020E+01  -0.928361E+01   0.750312E+05   0.418224E+01
  2291   0.106728E+03   0.591833E+01  -0.933723E+01   0.749716E+05   0.406927E+01
  2292   0.106747E+03   0.588607E+01  -0.938906E+01   0.749120E+05   0.396140E+01
  2293   0.106769E+03   0.585343E+01  -0.943903E+01   0.748525E+05   0.385895E+01
  2294   0.106794E+03   0.582043E+01  -0.948729E+01   0.747931E+05   0.376225E+01
  2295   0.106822E+03   0.578706E+01  -0.953362E+01   0.747337E+05   0.367161E+01
  2296   0.106852E+03   0.575335E+01  -0.957815E+01   0.746745E+05   0.358733E+01
  2297   0.106885E+03   0.571930E+01  -0.962083E+01   0.746152E+05   0.350976E+01
  2298   0.106920E+03   0.568492E+01  -0.966172E+01   0.745561E+05   0.343919E+01
  2299   0.106959E+03   0.565022E+01  -0.970067E+01   0.744970E+05   0.337594E+01
  2300   0.106999E+03   0.561522E+01  -0.973769E+01   0.744380E+05   0.332034E+01
  2301   0.107041E+03   0.557991E+01  -0.977292E+01   0.743790E+05   0.327262E+01
  2302   0.107085E+03   0.554433E+01  -0.980614E+01   0.743201E+05   0.323269E+01
  2303   0.107130E+03   0.550847E+01  -0.983758E+01   0.742613E+05   0.320039E+01
  2304   0.107178E+03   0.547235E+01  -0.986700E+01   0.742025E+05   0.317556E+01
