#    L    TT             EE             BB             TE             PP             TP             EP          
   755   0.228050E+04   0.269052E+02   0.000000E+00  -0.139203E+03   0.103651E-07   0.115791E-04  -0.936310E-06
   756   0.228909E+04   0.266160E+02   0.000000E+00  -0.138940E+03   0.103440E-07   0.115815E-04  -0.928426E-06
   757   0.229765E+04   0.263263E+02   0.000000E+00  -0.138639E+03   0.103230E-07   0.115832E-04  -0.920463E-06
   758   0.230615E+04   0.260358E+02   0.000000E+00  -0.138301E+03   0.103021E-07   0.115843E-04  -0.912424E-06
   759   0.231460E+04   0.257450E+02   0.000000E+00  -0.137926E+03   0.102812E-07   0.115847E-04  -0.904309E-06
   760   0.232299E+04   0.254538E+02   0.000000E+00  -0.137514E+03   0.102604E-07   0.115844E-04  -0.896121E-06
   761   0.233132E+04   0.251626E+02   0.000000E+00  -0.137064E+03   0.102396E-07   0.115834E-04  -0.887861E-06
   762   0.233959E+04   0.248712E+02   0.000000E+00  -0.136578E+03   0.102190E-07   0.115819E-04  -0.879530E-06
   763   0.234779E+04   0.245799E+02   0.000000E+00  -0.136054E+03   0.101984E-07   0.115796E-04  -0.871131E-06
   764   0.235591E+04   0.242888E+02   0.000000E+00  -0.135494E+03   0.101778E-07   0.115767E-04  -0.862665E-06
   765   0.236394E+04   0.239980E+02   0.000000E+00  -0.134896E+03   0.101573E-07   0.115732E-04  -0.854133E-06
   766   0.237190E+04   0.237077E+02   0.000000E+00  -0.134262E+03   0.101369E-07   0.115690E-04  -0.845537E-06
   767   0.237975E+04   0.234178E+02   0.000000E+00  -0.133590E+03   0.101166E-07   0.115641E-04  -0.836879E-06
   768   0.238752E+04   0.231287E+02   0.000000E+00  -0.132881E+03   0.100963E-07   0.115587E-04  -0.828160E-06
   769   0.239518E+04   0.228405E+02   0.000000E+00  -0.132137E+03   0.100761E-07   0.115525E-04  -0.819382E-06
   770   0.240274E+04   0.225532E+02   0.000000E+00  -0.131357E+03   0.100559E-07   0.115458E-04  -0.810546E-06
   771   0.241019E+04   0.222670E+02   0.000000E+00  -0.130541E+03   0.100358E-07   0.115384E-04  -0.801655E-06
   772   0.241752E+04   0.219822E+02   0.000000E+00  -0.129689E+03   0.100158E-07   0.115304E-04  -0.792709E-06
   773   0.242474E+04   0.216988E+02   0.000000E+00  -0.128804E+03   0.999580E-08   0.115218E-04  -0.783710E-06
   774   0.243183E+04   0.214169E+02   0.000000E+00  -0.127884E+03   0.997590E-08   0.115126E-04  -0.774661E-06
   775   0.243880E+04   0.211368E+02   0.000000E+00  -0.126930E+03   0.995605E-08   0.115027E-04  -0.765562E-06
   776   0.244564E+04   0.208585E+02   0.000000E+00  -0.125944E+03   0.993626E-08   0.114923E-04  -0.756415E-06
   777   0.245237E+04   0.205821E+02   0.000000E+00  -0.124923E+03   0.991654E-08   0.114812E-04  -0.747221E-06
   778   0.245896E+04   0.203078E+02   0.000000E+00  -0.123871E+03   0.989688E-08   0.114695E-04  -0.737983E-06
   779   0.246543E+04   0.200357E+02   0.000000E+00  -0.122787E+03   0.987728E-08   0.114572E-04  -0.728702E-06
   780   0.247176E+04   0.197659E+02   0.000000E+00  -0.121672E+03   0.985774E-08   0.114443E-04  -0.719380E-06
   781   0.247797E+04   0.194985E+02   0.000000E+00  -0.120525E+03   0.983826E-08   0.114308E-04  -0.710018E-06
   782   0.248404E+04   0.192337E+02   0.000000E+00  -0.119348E+03   0.981883E-08   0.114168E-04  -0.700617E-06
   783   0.248997E+04   0.189715E+02   0.000000E+00  -0.118140E+03   0.979947E-08   0.114021E-04  -0.691180E-06
   784   0.249576E+04   0.187121E+02   0.000000E+00  -0.116902E+03   0.978017E-08   0.113868E-04  -0.681708E-06
   785   0.250140E+04   0.184554E+02   0.000000E+00  -0.115634E+03   0.976093E-08   0.113710E-04  -0.672202E-06
   786   0.250687E+04   0.182018E+02   0.000000E+00  -0.114335E+03   0.974174E-08   0.113546E-04  -0.662664E-06
   787   0.251219E+04   0.179512E+02   0.000000E+00  -0.113008E+03   0.972262E-08   0.113376E-04  -0.653097E-06
   788   0.251734E+04   0.177038E+02   0.000000E+00  -0.111650E+03   0.970355E-08   0.113200E-04  -0.643500E-06
   789   0.252231E+04   0.174597E+02   0.000000E+00  -0.110263E+03   0.968454E-08   0.113018E-04  -0.633877E-06
   790   0.252712E+04   0.172191E+02   0.000000E+00  -0.108848E+03   0.966558E-08   0.112831E-04  -0.624228E-06
   791   0.253176E+04   0.169820E+02   0.000000E+00  -0.107406E+03   0.964669E-08   0.112638E-04  -0.614555E-06
   792   0.253622E+04   0.167488E+02   0.000000E+00  -0.105938E+03   0.962785E-08   0.112440E-04  -0.604860E-06
   793   0.254050E+04   0.165195E+02   0.000000E+00  -0.104445E+03   0.960907E-08   0.112236E-04  -0.595145E-06
   794   0.254461E+04   0.162943E+02   0.000000E+00  -0.102927E+03   0.959034E-08   0.112026E-04  -0.585411E-06
   795   0.254853E+04   0.160732E+02   0.000000E+00  -0.101386E+03   0.957168E-08   0.111811E-04  -0.575659E-06
   796   0.255227E+04   0.158564E+02   0.000000E+00  -0.998208E+02   0.955306E-08   0.111591E-04  -0.565891E-06
   797   0.255583E+04   0.156439E+02   0.000000E+00  -0.982337E+02   0.953450E-08   0.111364E-04  -0.556109E-06
   798   0.255920E+04   0.154358E+02   0.000000E+00  -0.966243E+02   0.951600E-08   0.111133E-04  -0.546315E-06
   799   0.256240E+04   0.152321E+02   0.000000E+00  -0.949933E+02   0.949755E-08   0.110896E-04  -0.536510E-06
   800   0.256541E+04   0.150329E+02   0.000000E+00  -0.933400E+02   0.947916E-08   0.110654E-04  -0.526695E-06
   801   0.256824E+04   0.148383E+02   0.000000E+00  -0.916666E+02   0.946082E-08   0.110406E-04  -0.516872E-06
   802   0.257089E+04   0.146483E+02   0.000000E+00  -0.899724E+02   0.944254E-08   0.110153E-04  -0.507042E-06
   803   0.257334E+04   0.144630E+02   0.000000E+00  -0.882582E+02   0.942431E-08   0.109895E-04  -0.497206E-06
   804   0.257561E+04   0.142825E+02   0.000000E+00  -0.865253E+02   0.940613E-08   0.109632E-04  -0.487363E-06
   805   0.257767E+04   0.141070E+02   0.000000E+00  -0.847732E+02   0.938800E-08   0.109364E-04  -0.477514E-06
   806   0.257953E+04   0.139367E+02   0.000000E+00  -0.830039E+02   0.936993E-08   0.109090E-04  -0.467661E-06
   807   0.258118E+04   0.137714E+02   0.000000E+00  -0.812160E+02   0.935192E-08   0.108812E-04  -0.457802E-06
   808   0.258263E+04   0.136116E+02   0.000000E+00  -0.794125E+02   0.933395E-08   0.108529E-04  -0.447940E-06
   809   0.258385E+04   0.134572E+02   0.000000E+00  -0.775926E+02   0.931604E-08   0.108241E-04  -0.438074E-06
   810   0.258486E+04   0.133082E+02   0.000000E+00  -0.757572E+02   0.929818E-08   0.107948E-04  -0.428205E-06
   811   0.258566E+04   0.131649E+02   0.000000E+00  -0.739077E+02   0.928037E-08   0.107651E-04  -0.418333E-06
   812   0.258625E+04   0.130270E+02   0.000000E+00  -0.720449E+02   0.926262E-08   0.107348E-04  -0.408460E-06
   813   0.258664E+04   0.128948E+02   0.000000E+00  -0.701698E+02   0.924491E-08   0.107042E-04  -0.398584E-06
   814   0.258683E+04   0.127682E+02   0.000000E+00  -0.682832E+02   0.922726E-08   0.106731E-04  -0.388708E-06
   815   0.258682E+04   0.126473E+02   0.000000E+00  -0.663861E+02   0.920966E-08   0.106415E-04  -0.378831E-06
   816   0.258662E+04   0.125321E+02   0.000000E+00  -0.644793E+02   0.919211E-08   0.106095E-04  -0.368955E-06
   817   0.258622E+04   0.124228E+02   0.000000E+00  -0.625633E+02   0.917461E-08   0.105771E-04  -0.359079E-06
   818   0.258561E+04   0.123193E+02   0.000000E+00  -0.606384E+02   0.915716E-08   0.105442E-04  -0.349204E-06
   819   0.258480E+04   0.122217E+02   0.000000E+00  -0.587050E+02   0.913977E-08   0.105110E-04  -0.339330E-06
   820   0.258378E+04   0.121302E+02   0.000000E+00  -0.567636E+02   0.912242E-08   0.104773E-04  -0.329459E-06
   821   0.258253E+04   0.120446E+02   0.000000E+00  -0.548145E+02   0.910512E-08   0.104432E-04  -0.319590E-06
   822   0.258106E+04   0.119653E+02   0.000000E+00  -0.528580E+02   0.908787E-08   0.104087E-04  -0.309725E-06
   823   0.257936E+04   0.118921E+02   0.000000E+00  -0.508947E+02   0.907068E-08   0.103738E-04  -0.299863E-06
   824   0.257743E+04   0.118252E+02   0.000000E+00  -0.489256E+02   0.905353E-08   0.103386E-04  -0.290005E-06
   825   0.257529E+04   0.117645E+02   0.000000E+00  -0.469518E+02   0.903643E-08   0.103029E-04  -0.280152E-06
   826   0.257294E+04   0.117101E+02   0.000000E+00  -0.449746E+02   0.901938E-08   0.102669E-04  -0.270305E-06
   827   0.257037E+04   0.116620E+02   0.000000E+00  -0.429952E+02   0.900238E-08   0.102305E-04  -0.260463E-06
   828   0.256760E+04   0.116201E+02   0.000000E+00  -0.410146E+02   0.898542E-08   0.101938E-04  -0.250627E-06
   829   0.256464E+04   0.115846E+02   0.000000E+00  -0.390340E+02   0.896852E-08   0.101567E-04  -0.240798E-06
   830   0.256148E+04   0.115555E+02   0.000000E+00  -0.370546E+02   0.895166E-08   0.101193E-04  -0.230977E-06
   831   0.255813E+04   0.115327E+02   0.000000E+00  -0.350766E+02   0.893486E-08   0.100815E-04  -0.221163E-06
   832   0.255457E+04   0.115163E+02   0.000000E+00  -0.331006E+02   0.891809E-08   0.100434E-04  -0.211358E-06
   833   0.255081E+04   0.115063E+02   0.000000E+00  -0.311268E+02   0.890138E-08   0.100049E-04  -0.201561E-06
   834   0.254685E+04   0.115028E+02   0.000000E+00  -0.291556E+02   0.888471E-08   0.996618E-05  -0.191774E-06
   835   0.254268E+04   0.115058E+02   0.000000E+00  -0.271875E+02   0.886810E-08   0.992710E-05  -0.181997E-06
   836   0.253828E+04   0.115153E+02   0.000000E+00  -0.252226E+02   0.885152E-08   0.988771E-05  -0.172231E-06
   837   0.253367E+04   0.115313E+02   0.000000E+00  -0.232615E+02   0.883500E-08   0.984802E-05  -0.162475E-06
   838   0.252884E+04   0.115539E+02   0.000000E+00  -0.213050E+02   0.881852E-08   0.980804E-05  -0.152731E-06
   839   0.252380E+04   0.115829E+02   0.000000E+00  -0.193543E+02   0.880209E-08   0.976776E-05  -0.142998E-06
   840   0.251856E+04   0.116184E+02   0.000000E+00  -0.174101E+02   0.878570E-08   0.972721E-05  -0.133279E-06
   841   0.251312E+04   0.116603E+02   0.000000E+00  -0.154737E+02   0.876936E-08   0.968638E-05  -0.123572E-06
   842   0.250749E+04   0.117086E+02   0.000000E+00  -0.135459E+02   0.875307E-08   0.964527E-05  -0.113879E-06
   843   0.250167E+04   0.117632E+02   0.000000E+00  -0.116277E+02   0.873682E-08   0.960391E-05  -0.104200E-06
   844   0.249567E+04   0.118240E+02   0.000000E+00  -0.972011E+01   0.872061E-08   0.956229E-05  -0.945354E-07
   845   0.248948E+04   0.118912E+02   0.000000E+00  -0.782367E+01   0.870445E-08   0.952041E-05  -0.848860E-07
   846   0.248312E+04   0.119646E+02   0.000000E+00  -0.593908E+01   0.868834E-08   0.947830E-05  -0.752523E-07
   847   0.247656E+04   0.120445E+02   0.000000E+00  -0.406681E+01   0.867227E-08   0.943594E-05  -0.656348E-07
   848   0.246981E+04   0.121306E+02   0.000000E+00  -0.220747E+01   0.865624E-08   0.939335E-05  -0.560339E-07
   849   0.246288E+04   0.122232E+02   0.000000E+00  -0.361622E+00   0.864026E-08   0.935054E-05  -0.464503E-07
   850   0.245574E+04   0.123221E+02   0.000000E+00   0.147016E+01   0.862432E-08   0.930751E-05  -0.368843E-07
   851   0.244841E+04   0.124275E+02   0.000000E+00   0.328733E+01   0.860842E-08   0.926427E-05  -0.273368E-07
   852   0.244090E+04   0.125392E+02   0.000000E+00   0.508936E+01   0.859257E-08   0.922082E-05  -0.178087E-07
   853   0.243320E+04   0.126571E+02   0.000000E+00   0.687573E+01   0.857677E-08   0.917716E-05  -0.830142E-08
   854   0.242531E+04   0.127811E+02   0.000000E+00   0.864595E+01   0.856100E-08   0.913330E-05   0.118378E-08
   855   0.241726E+04   0.129111E+02   0.000000E+00   0.103995E+02   0.854528E-08   0.908923E-05   0.106456E-07
   856   0.240903E+04   0.130470E+02   0.000000E+00   0.121359E+02   0.852960E-08   0.904497E-05   0.200829E-07
   857   0.240064E+04   0.131887E+02   0.000000E+00   0.138546E+02   0.851396E-08   0.900051E-05   0.294942E-07
   858   0.239210E+04   0.133361E+02   0.000000E+00   0.155550E+02   0.849837E-08   0.895585E-05   0.388783E-07
   859   0.238340E+04   0.134892E+02   0.000000E+00   0.172364E+02   0.848282E-08   0.891100E-05   0.482340E-07
   860   0.237455E+04   0.136480E+02   0.000000E+00   0.188978E+02   0.846731E-08   0.886596E-05   0.575599E-07
   861   0.236555E+04   0.138125E+02   0.000000E+00   0.205385E+02   0.845185E-08   0.882074E-05   0.668549E-07
   862   0.235639E+04   0.139826E+02   0.000000E+00   0.221575E+02   0.843642E-08   0.877533E-05   0.761175E-07
   863   0.234709E+04   0.141583E+02   0.000000E+00   0.237540E+02   0.842104E-08   0.872973E-05   0.853466E-07
   864   0.233765E+04   0.143397E+02   0.000000E+00   0.253270E+02   0.840570E-08   0.868396E-05   0.945408E-07
   865   0.232805E+04   0.145266E+02   0.000000E+00   0.268758E+02   0.839040E-08   0.863801E-05   0.103699E-06
   866   0.231832E+04   0.147190E+02   0.000000E+00   0.284002E+02   0.837514E-08   0.859188E-05   0.112820E-06
   867   0.230845E+04   0.149168E+02   0.000000E+00   0.299000E+02   0.835992E-08   0.854558E-05   0.121902E-06
   868   0.229843E+04   0.151199E+02   0.000000E+00   0.313750E+02   0.834475E-08   0.849911E-05   0.130944E-06
   869   0.228827E+04   0.153282E+02   0.000000E+00   0.328251E+02   0.832961E-08   0.845248E-05   0.139944E-06
   870   0.227798E+04   0.155417E+02   0.000000E+00   0.342500E+02   0.831452E-08   0.840567E-05   0.148903E-06
   871   0.226755E+04   0.157602E+02   0.000000E+00   0.356496E+02   0.829947E-08   0.835871E-05   0.157817E-06
   872   0.225700E+04   0.159836E+02   0.000000E+00   0.370238E+02   0.828445E-08   0.831158E-05   0.166687E-06
   873   0.224631E+04   0.162118E+02   0.000000E+00   0.383719E+02   0.826948E-08   0.826430E-05   0.175510E-06
   874   0.223551E+04   0.164447E+02   0.000000E+00   0.396935E+02   0.825455E-08   0.821686E-05   0.184285E-06
   875   0.222458E+04   0.166822E+02   0.000000E+00   0.409879E+02   0.823965E-08   0.816926E-05   0.193012E-06
   876   0.221355E+04   0.169241E+02   0.000000E+00   0.422546E+02   0.822480E-08   0.812152E-05   0.201688E-06
   877   0.220240E+04   0.171704E+02   0.000000E+00   0.434930E+02   0.820999E-08   0.807363E-05   0.210313E-06
   878   0.219116E+04   0.174209E+02   0.000000E+00   0.447026E+02   0.819521E-08   0.802559E-05   0.218885E-06
   879   0.217982E+04   0.176756E+02   0.000000E+00   0.458829E+02   0.818048E-08   0.797741E-05   0.227403E-06
   880   0.216839E+04   0.179343E+02   0.000000E+00   0.470332E+02   0.816579E-08   0.792909E-05   0.235866E-06
   881   0.215687E+04   0.181969E+02   0.000000E+00   0.481532E+02   0.815113E-08   0.788062E-05   0.244272E-06
   882   0.214526E+04   0.184635E+02   0.000000E+00   0.492423E+02   0.813651E-08   0.783203E-05   0.252621E-06
   883   0.213356E+04   0.187338E+02   0.000000E+00   0.503000E+02   0.812193E-08   0.778330E-05   0.260910E-06
   884   0.212177E+04   0.190078E+02   0.000000E+00   0.513259E+02   0.810739E-08   0.773443E-05   0.269139E-06
   885   0.210990E+04   0.192855E+02   0.000000E+00   0.523195E+02   0.809289E-08   0.768544E-05   0.277306E-06
   886   0.209795E+04   0.195667E+02   0.000000E+00   0.532802E+02   0.807843E-08   0.763633E-05   0.285410E-06
   887   0.208592E+04   0.198514E+02   0.000000E+00   0.542081E+02   0.806400E-08   0.758708E-05   0.293450E-06
   888   0.207382E+04   0.201395E+02   0.000000E+00   0.551029E+02   0.804962E-08   0.753772E-05   0.301425E-06
   889   0.206164E+04   0.204307E+02   0.000000E+00   0.559649E+02   0.803527E-08   0.748824E-05   0.309333E-06
   890   0.204940E+04   0.207249E+02   0.000000E+00   0.567937E+02   0.802095E-08   0.743864E-05   0.317172E-06
   891   0.203709E+04   0.210222E+02   0.000000E+00   0.575894E+02   0.800668E-08   0.738893E-05   0.324943E-06
   892   0.202473E+04   0.213223E+02   0.000000E+00   0.583520E+02   0.799244E-08   0.733911E-05   0.332642E-06
   893   0.201230E+04   0.216251E+02   0.000000E+00   0.590813E+02   0.797825E-08   0.728918E-05   0.340270E-06
   894   0.199983E+04   0.219304E+02   0.000000E+00   0.597773E+02   0.796408E-08   0.723914E-05   0.347824E-06
   895   0.198730E+04   0.222382E+02   0.000000E+00   0.604397E+02   0.794996E-08   0.718900E-05   0.355305E-06
   896   0.197473E+04   0.225483E+02   0.000000E+00   0.610685E+02   0.793587E-08   0.713875E-05   0.362709E-06
   897   0.196211E+04   0.228605E+02   0.000000E+00   0.616635E+02   0.792181E-08   0.708841E-05   0.370036E-06
   898   0.194946E+04   0.231747E+02   0.000000E+00   0.622245E+02   0.790780E-08   0.703797E-05   0.377285E-06
   899   0.193678E+04   0.234907E+02   0.000000E+00   0.627515E+02   0.789382E-08   0.698743E-05   0.384455E-06
   900   0.192407E+04   0.238085E+02   0.000000E+00   0.632443E+02   0.787988E-08   0.693680E-05   0.391544E-06
   901   0.191133E+04   0.241277E+02   0.000000E+00   0.637027E+02   0.786597E-08   0.688609E-05   0.398550E-06
   902   0.189858E+04   0.244485E+02   0.000000E+00   0.641268E+02   0.785210E-08   0.683528E-05   0.405475E-06
   903   0.188581E+04   0.247706E+02   0.000000E+00   0.645162E+02   0.783826E-08   0.678440E-05   0.412318E-06
   904   0.187302E+04   0.250939E+02   0.000000E+00   0.648709E+02   0.782446E-08   0.673345E-05   0.419078E-06
   905   0.186023E+04   0.254182E+02   0.000000E+00   0.651909E+02   0.781069E-08   0.668242E-05   0.425756E-06
   906   0.184743E+04   0.257436E+02   0.000000E+00   0.654760E+02   0.779697E-08   0.663134E-05   0.432351E-06
   907   0.183464E+04   0.260697E+02   0.000000E+00   0.657261E+02   0.778327E-08   0.658019E-05   0.438865E-06
   908   0.182184E+04   0.263965E+02   0.000000E+00   0.659413E+02   0.776961E-08   0.652899E-05   0.445296E-06
   909   0.180906E+04   0.267239E+02   0.000000E+00   0.661215E+02   0.775599E-08   0.647774E-05   0.451645E-06
   910   0.179628E+04   0.270518E+02   0.000000E+00   0.662669E+02   0.774240E-08   0.642645E-05   0.457911E-06
   911   0.178352E+04   0.273800E+02   0.000000E+00   0.663776E+02   0.772885E-08   0.637512E-05   0.464095E-06
   912   0.177077E+04   0.277085E+02   0.000000E+00   0.664535E+02   0.771533E-08   0.632376E-05   0.470197E-06
   913   0.175805E+04   0.280370E+02   0.000000E+00   0.664948E+02   0.770184E-08   0.627237E-05   0.476216E-06
   914   0.174536E+04   0.283655E+02   0.000000E+00   0.665015E+02   0.768839E-08   0.622095E-05   0.482153E-06
   915   0.173268E+04   0.286939E+02   0.000000E+00   0.664737E+02   0.767498E-08   0.616952E-05   0.488007E-06
   916   0.172004E+04   0.290220E+02   0.000000E+00   0.664116E+02   0.766159E-08   0.611808E-05   0.493779E-06
   917   0.170743E+04   0.293496E+02   0.000000E+00   0.663152E+02   0.764825E-08   0.606663E-05   0.499468E-06
   918   0.169486E+04   0.296767E+02   0.000000E+00   0.661847E+02   0.763493E-08   0.601518E-05   0.505074E-06
   919   0.168232E+04   0.300031E+02   0.000000E+00   0.660202E+02   0.762165E-08   0.596373E-05   0.510598E-06
   920   0.166983E+04   0.303286E+02   0.000000E+00   0.658219E+02   0.760841E-08   0.591228E-05   0.516040E-06
   921   0.165738E+04   0.306531E+02   0.000000E+00   0.655898E+02   0.759520E-08   0.586086E-05   0.521398E-06
   922   0.164498E+04   0.309765E+02   0.000000E+00   0.653243E+02   0.758202E-08   0.580945E-05   0.526674E-06
   923   0.163264E+04   0.312986E+02   0.000000E+00   0.650258E+02   0.756887E-08   0.575806E-05   0.531867E-06
   924   0.162034E+04   0.316195E+02   0.000000E+00   0.646944E+02   0.755577E-08   0.570670E-05   0.536978E-06
   925   0.160811E+04   0.319388E+02   0.000000E+00   0.643306E+02   0.754269E-08   0.565538E-05   0.542005E-06
