#    L    TT             EE             BB             TE             PP             TP             EP          
  1393   0.817315E+03   0.184595E+02   0.000000E+00  -0.644828E+02   0.383387E-08   0.234922E-05  -0.217495E-06
  1394   0.818831E+03   0.182501E+02   0.000000E+00  -0.641294E+02   0.382924E-08   0.234804E-05  -0.214970E-06
  1395   0.820309E+03   0.180419E+02   0.000000E+00  -0.637621E+02   0.382462E-08   0.234668E-05  -0.212432E-06
  1396   0.821759E+03   0.178350E+02   0.000000E+00  -0.633809E+02   0.382001E-08   0.234515E-05  -0.209881E-06
  1397   0.823178E+03   0.176294E+02   0.000000E+00  -0.629859E+02   0.381541E-08   0.234344E-05  -0.207317E-06
  1398   0.824553E+03   0.174253E+02   0.000000E+00  -0.625773E+02   0.381081E-08   0.234156E-05  -0.204741E-06
  1399   0.825898E+03   0.172226E+02   0.000000E+00  -0.621554E+02   0.380623E-08   0.233949E-05  -0.202153E-06
  1400   0.827199E+03   0.170215E+02   0.000000E+00  -0.617203E+02   0.380165E-08   0.233725E-05  -0.199553E-06
  1401   0.828470E+03   0.168220E+02   0.000000E+00  -0.612723E+02   0.379708E-08   0.233482E-05  -0.196942E-06
  1402   0.829696E+03   0.166243E+02   0.000000E+00  -0.608115E+02   0.379252E-08   0.233222E-05  -0.194320E-06
  1403   0.830885E+03   0.164282E+02   0.000000E+00  -0.603382E+02   0.378797E-08   0.232945E-05  -0.191687E-06
  1404   0.832038E+03   0.162340E+02   0.000000E+00  -0.598525E+02   0.378342E-08   0.232652E-05  -0.189045E-06
  1405   0.833145E+03   0.160417E+02   0.000000E+00  -0.593547E+02   0.377889E-08   0.232343E-05  -0.186392E-06
  1406   0.834208E+03   0.158515E+02   0.000000E+00  -0.588448E+02   0.377436E-08   0.232019E-05  -0.183730E-06
  1407   0.835227E+03   0.156631E+02   0.000000E+00  -0.583234E+02   0.376984E-08   0.231680E-05  -0.181058E-06
  1408   0.836208E+03   0.154769E+02   0.000000E+00  -0.577903E+02   0.376533E-08   0.231327E-05  -0.178378E-06
  1409   0.837138E+03   0.152928E+02   0.000000E+00  -0.572459E+02   0.376083E-08   0.230961E-05  -0.175689E-06
  1410   0.838030E+03   0.151109E+02   0.000000E+00  -0.566905E+02   0.375633E-08   0.230582E-05  -0.172992E-06
  1411   0.838870E+03   0.149313E+02   0.000000E+00  -0.561241E+02   0.375184E-08   0.230190E-05  -0.170287E-06
  1412   0.839666E+03   0.147540E+02   0.000000E+00  -0.555472E+02   0.374736E-08   0.229787E-05  -0.167575E-06
  1413   0.840410E+03   0.145791E+02   0.000000E+00  -0.549598E+02   0.374289E-08   0.229373E-05  -0.164855E-06
  1414   0.841109E+03   0.144066E+02   0.000000E+00  -0.543625E+02   0.373843E-08   0.228949E-05  -0.162129E-06
  1415   0.841756E+03   0.142366E+02   0.000000E+00  -0.537552E+02   0.373397E-08   0.228515E-05  -0.159396E-06
  1416   0.842359E+03   0.140692E+02   0.000000E+00  -0.531385E+02   0.372952E-08   0.228071E-05  -0.156657E-06
  1417   0.842909E+03   0.139044E+02   0.000000E+00  -0.525124E+02   0.372508E-08   0.227619E-05  -0.153913E-06
  1418   0.843416E+03   0.137422E+02   0.000000E+00  -0.518775E+02   0.372065E-08   0.227158E-05  -0.151163E-06
  1419   0.843870E+03   0.135829E+02   0.000000E+00  -0.512337E+02   0.371623E-08   0.226690E-05  -0.148408E-06
  1420   0.844272E+03   0.134262E+02   0.000000E+00  -0.505815E+02   0.371181E-08   0.226215E-05  -0.145648E-06
  1421   0.844622E+03   0.132724E+02   0.000000E+00  -0.499211E+02   0.370740E-08   0.225734E-05  -0.142884E-06
  1422   0.844920E+03   0.131215E+02   0.000000E+00  -0.492527E+02   0.370300E-08   0.225247E-05  -0.140116E-06
  1423   0.845174E+03   0.129733E+02   0.000000E+00  -0.485766E+02   0.369861E-08   0.224754E-05  -0.137345E-06
  1424   0.845368E+03   0.128283E+02   0.000000E+00  -0.478931E+02   0.369423E-08   0.224257E-05  -0.134570E-06
  1425   0.845510E+03   0.126862E+02   0.000000E+00  -0.472024E+02   0.368985E-08   0.223757E-05  -0.131792E-06
  1426   0.845600E+03   0.125471E+02   0.000000E+00  -0.465048E+02   0.368548E-08   0.223252E-05  -0.129011E-06
  1427   0.845631E+03   0.124111E+02   0.000000E+00  -0.458006E+02   0.368112E-08   0.222745E-05  -0.126229E-06
  1428   0.845610E+03   0.122783E+02   0.000000E+00  -0.450899E+02   0.367677E-08   0.222236E-05  -0.123444E-06
  1429   0.845537E+03   0.121485E+02   0.000000E+00  -0.443734E+02   0.367242E-08   0.221725E-05  -0.120658E-06
  1430   0.845412E+03   0.120219E+02   0.000000E+00  -0.436509E+02   0.366808E-08   0.221213E-05  -0.117870E-06
  1431   0.845227E+03   0.118986E+02   0.000000E+00  -0.429230E+02   0.366375E-08   0.220700E-05  -0.115082E-06
  1432   0.844991E+03   0.117786E+02   0.000000E+00  -0.421899E+02   0.365943E-08   0.220188E-05  -0.112293E-06
  1433   0.844695E+03   0.116618E+02   0.000000E+00  -0.414518E+02   0.365511E-08   0.219676E-05  -0.109504E-06
  1434   0.844347E+03   0.115483E+02   0.000000E+00  -0.407090E+02   0.365081E-08   0.219166E-05  -0.106715E-06
  1435   0.843939E+03   0.114382E+02   0.000000E+00  -0.399620E+02   0.364651E-08   0.218657E-05  -0.103926E-06
  1436   0.843480E+03   0.113315E+02   0.000000E+00  -0.392108E+02   0.364221E-08   0.218151E-05  -0.101139E-06
  1437   0.842961E+03   0.112281E+02   0.000000E+00  -0.384559E+02   0.363793E-08   0.217648E-05  -0.983524E-07
  1438   0.842383E+03   0.111281E+02   0.000000E+00  -0.376974E+02   0.363365E-08   0.217149E-05  -0.955676E-07
  1439   0.841753E+03   0.110317E+02   0.000000E+00  -0.369359E+02   0.362938E-08   0.216654E-05  -0.927847E-07
  1440   0.841071E+03   0.109387E+02   0.000000E+00  -0.361713E+02   0.362512E-08   0.216163E-05  -0.900040E-07
  1441   0.840329E+03   0.108492E+02   0.000000E+00  -0.354041E+02   0.362086E-08   0.215678E-05  -0.872260E-07
  1442   0.839528E+03   0.107632E+02   0.000000E+00  -0.346346E+02   0.361662E-08   0.215199E-05  -0.844509E-07
  1443   0.838667E+03   0.106806E+02   0.000000E+00  -0.338629E+02   0.361237E-08   0.214727E-05  -0.816791E-07
  1444   0.837755E+03   0.106017E+02   0.000000E+00  -0.330896E+02   0.360814E-08   0.214262E-05  -0.789109E-07
  1445   0.836783E+03   0.105263E+02   0.000000E+00  -0.323147E+02   0.360392E-08   0.213804E-05  -0.761467E-07
  1446   0.835752E+03   0.104544E+02   0.000000E+00  -0.315385E+02   0.359970E-08   0.213355E-05  -0.733869E-07
  1447   0.834668E+03   0.103861E+02   0.000000E+00  -0.307614E+02   0.359549E-08   0.212915E-05  -0.706317E-07
  1448   0.833526E+03   0.103214E+02   0.000000E+00  -0.299837E+02   0.359128E-08   0.212485E-05  -0.678816E-07
  1449   0.832324E+03   0.102604E+02   0.000000E+00  -0.292057E+02   0.358709E-08   0.212064E-05  -0.651368E-07
  1450   0.831069E+03   0.102029E+02   0.000000E+00  -0.284276E+02   0.358290E-08   0.211654E-05  -0.623978E-07
  1451   0.829763E+03   0.101490E+02   0.000000E+00  -0.276498E+02   0.357872E-08   0.211256E-05  -0.596648E-07
  1452   0.828398E+03   0.100987E+02   0.000000E+00  -0.268726E+02   0.357454E-08   0.210867E-05  -0.569381E-07
  1453   0.826973E+03   0.100520E+02   0.000000E+00  -0.260963E+02   0.357038E-08   0.210489E-05  -0.542180E-07
  1454   0.825496E+03   0.100090E+02   0.000000E+00  -0.253211E+02   0.356622E-08   0.210120E-05  -0.515046E-07
  1455   0.823967E+03   0.996957E+01   0.000000E+00  -0.245474E+02   0.356206E-08   0.209760E-05  -0.487981E-07
  1456   0.822386E+03   0.993376E+01   0.000000E+00  -0.237753E+02   0.355792E-08   0.209407E-05  -0.460989E-07
  1457   0.820753E+03   0.990158E+01   0.000000E+00  -0.230052E+02   0.355378E-08   0.209061E-05  -0.434070E-07
  1458   0.819060E+03   0.987290E+01   0.000000E+00  -0.222373E+02   0.354965E-08   0.208722E-05  -0.407229E-07
  1459   0.817316E+03   0.984786E+01   0.000000E+00  -0.214719E+02   0.354553E-08   0.208388E-05  -0.380466E-07
  1460   0.815519E+03   0.982646E+01   0.000000E+00  -0.207092E+02   0.354141E-08   0.208060E-05  -0.353784E-07
  1461   0.813671E+03   0.980854E+01   0.000000E+00  -0.199496E+02   0.353730E-08   0.207735E-05  -0.327185E-07
  1462   0.811771E+03   0.979420E+01   0.000000E+00  -0.191932E+02   0.353320E-08   0.207415E-05  -0.300672E-07
  1463   0.809818E+03   0.978342E+01   0.000000E+00  -0.184405E+02   0.352910E-08   0.207097E-05  -0.274247E-07
  1464   0.807814E+03   0.977613E+01   0.000000E+00  -0.176915E+02   0.352501E-08   0.206781E-05  -0.247911E-07
  1465   0.805757E+03   0.977241E+01   0.000000E+00  -0.169465E+02   0.352093E-08   0.206467E-05  -0.221668E-07
  1466   0.803656E+03   0.977218E+01   0.000000E+00  -0.162060E+02   0.351686E-08   0.206154E-05  -0.195520E-07
  1467   0.801503E+03   0.977536E+01   0.000000E+00  -0.154700E+02   0.351279E-08   0.205841E-05  -0.169468E-07
  1468   0.799306E+03   0.978212E+01   0.000000E+00  -0.147389E+02   0.350873E-08   0.205527E-05  -0.143516E-07
  1469   0.797056E+03   0.979221E+01   0.000000E+00  -0.140129E+02   0.350467E-08   0.205212E-05  -0.117664E-07
  1470   0.794755E+03   0.980580E+01   0.000000E+00  -0.132922E+02   0.350063E-08   0.204895E-05  -0.919165E-08
  1471   0.792416E+03   0.982273E+01   0.000000E+00  -0.125771E+02   0.349659E-08   0.204575E-05  -0.662746E-08
  1472   0.790025E+03   0.984308E+01   0.000000E+00  -0.118678E+02   0.349256E-08   0.204252E-05  -0.407407E-08
  1473   0.787582E+03   0.986669E+01   0.000000E+00  -0.111646E+02   0.348853E-08   0.203925E-05  -0.153172E-08
  1474   0.785102E+03   0.989373E+01   0.000000E+00  -0.104677E+02   0.348451E-08   0.203593E-05   0.999378E-09
  1475   0.782570E+03   0.992395E+01   0.000000E+00  -0.977739E+01   0.348050E-08   0.203255E-05   0.351899E-08
  1476   0.780001E+03   0.995753E+01   0.000000E+00  -0.909378E+01   0.347649E-08   0.202912E-05   0.602689E-08
  1477   0.777388E+03   0.999429E+01   0.000000E+00  -0.841722E+01   0.347250E-08   0.202561E-05   0.852285E-08
  1478   0.774729E+03   0.100342E+02   0.000000E+00  -0.774786E+01   0.346851E-08   0.202203E-05   0.110067E-07
  1479   0.772034E+03   0.100773E+02   0.000000E+00  -0.708591E+01   0.346452E-08   0.201837E-05   0.134781E-07
  1480   0.769294E+03   0.101235E+02   0.000000E+00  -0.643163E+01   0.346054E-08   0.201461E-05   0.159369E-07
  1481   0.766517E+03   0.101729E+02   0.000000E+00  -0.578522E+01   0.345657E-08   0.201076E-05   0.183828E-07
  1482   0.763695E+03   0.102253E+02   0.000000E+00  -0.514688E+01   0.345261E-08   0.200681E-05   0.208157E-07
  1483   0.760836E+03   0.102807E+02   0.000000E+00  -0.451680E+01   0.344865E-08   0.200275E-05   0.232354E-07
  1484   0.757948E+03   0.103391E+02   0.000000E+00  -0.389519E+01   0.344470E-08   0.199856E-05   0.256415E-07
  1485   0.755014E+03   0.104005E+02   0.000000E+00  -0.328223E+01   0.344076E-08   0.199426E-05   0.280338E-07
  1486   0.752051E+03   0.104647E+02   0.000000E+00  -0.267810E+01   0.343682E-08   0.198982E-05   0.304122E-07
  1487   0.749044E+03   0.105317E+02   0.000000E+00  -0.208303E+01   0.343289E-08   0.198524E-05   0.327764E-07
  1488   0.746007E+03   0.106016E+02   0.000000E+00  -0.149718E+01   0.342896E-08   0.198052E-05   0.351262E-07
  1489   0.742940E+03   0.106743E+02   0.000000E+00  -0.920739E+00   0.342505E-08   0.197564E-05   0.374614E-07
  1490   0.739832E+03   0.107497E+02   0.000000E+00  -0.353870E+00   0.342114E-08   0.197060E-05   0.397816E-07
  1491   0.736694E+03   0.108277E+02   0.000000E+00   0.203259E+00   0.341723E-08   0.196540E-05   0.420868E-07
  1492   0.733525E+03   0.109084E+02   0.000000E+00   0.750478E+00   0.341334E-08   0.196003E-05   0.443767E-07
  1493   0.730326E+03   0.109917E+02   0.000000E+00   0.128761E+01   0.340945E-08   0.195447E-05   0.466510E-07
  1494   0.727096E+03   0.110774E+02   0.000000E+00   0.181450E+01   0.340556E-08   0.194873E-05   0.489096E-07
  1495   0.723838E+03   0.111657E+02   0.000000E+00   0.233097E+01   0.340168E-08   0.194279E-05   0.511521E-07
  1496   0.720551E+03   0.112564E+02   0.000000E+00   0.283688E+01   0.339781E-08   0.193665E-05   0.533785E-07
  1497   0.717237E+03   0.113494E+02   0.000000E+00   0.333212E+01   0.339395E-08   0.193030E-05   0.555884E-07
  1498   0.713896E+03   0.114448E+02   0.000000E+00   0.381655E+01   0.339009E-08   0.192373E-05   0.577816E-07
  1499   0.710530E+03   0.115424E+02   0.000000E+00   0.429005E+01   0.338624E-08   0.191695E-05   0.599579E-07
  1500   0.707140E+03   0.116423E+02   0.000000E+00   0.475246E+01   0.338239E-08   0.190993E-05   0.621171E-07
  1501   0.703726E+03   0.117443E+02   0.000000E+00   0.520368E+01   0.337856E-08   0.190268E-05   0.642590E-07
  1502   0.700290E+03   0.118484E+02   0.000000E+00   0.564357E+01   0.337472E-08   0.189520E-05   0.663834E-07
  1503   0.696832E+03   0.119546E+02   0.000000E+00   0.607202E+01   0.337090E-08   0.188749E-05   0.684904E-07
  1504   0.693353E+03   0.120627E+02   0.000000E+00   0.648894E+01   0.336708E-08   0.187956E-05   0.705799E-07
  1505   0.689855E+03   0.121728E+02   0.000000E+00   0.689423E+01   0.336327E-08   0.187141E-05   0.726518E-07
  1506   0.686337E+03   0.122847E+02   0.000000E+00   0.728777E+01   0.335946E-08   0.186305E-05   0.747060E-07
  1507   0.682801E+03   0.123984E+02   0.000000E+00   0.766947E+01   0.335566E-08   0.185448E-05   0.767425E-07
  1508   0.679248E+03   0.125140E+02   0.000000E+00   0.803920E+01   0.335187E-08   0.184571E-05   0.787613E-07
  1509   0.675678E+03   0.126312E+02   0.000000E+00   0.839698E+01   0.334808E-08   0.183674E-05   0.807622E-07
  1510   0.672093E+03   0.127500E+02   0.000000E+00   0.874257E+01   0.334430E-08   0.182758E-05   0.827452E-07
  1511   0.668493E+03   0.128703E+02   0.000000E+00   0.907606E+01   0.334052E-08   0.181823E-05   0.847103E-07
  1512   0.664881E+03   0.129923E+02   0.000000E+00   0.939737E+01   0.333676E-08   0.180870E-05   0.866574E-07
  1513   0.661256E+03   0.131156E+02   0.000000E+00   0.970650E+01   0.333299E-08   0.179899E-05   0.885864E-07
  1514   0.657621E+03   0.132403E+02   0.000000E+00   0.100033E+02   0.332924E-08   0.178910E-05   0.904972E-07
  1515   0.653977E+03   0.133664E+02   0.000000E+00   0.102878E+02   0.332549E-08   0.177905E-05   0.923899E-07
  1516   0.650324E+03   0.134938E+02   0.000000E+00   0.105600E+02   0.332175E-08   0.176883E-05   0.942643E-07
  1517   0.646664E+03   0.136223E+02   0.000000E+00   0.108197E+02   0.331801E-08   0.175846E-05   0.961204E-07
  1518   0.642998E+03   0.137520E+02   0.000000E+00   0.110670E+02   0.331428E-08   0.174793E-05   0.979581E-07
  1519   0.639325E+03   0.138828E+02   0.000000E+00   0.113020E+02   0.331056E-08   0.173725E-05   0.997774E-07
  1520   0.635648E+03   0.140145E+02   0.000000E+00   0.115243E+02   0.330684E-08   0.172642E-05   0.101578E-06
  1521   0.631968E+03   0.141472E+02   0.000000E+00   0.117342E+02   0.330313E-08   0.171546E-05   0.103360E-06
  1522   0.628284E+03   0.142809E+02   0.000000E+00   0.119317E+02   0.329942E-08   0.170436E-05   0.105124E-06
  1523   0.624598E+03   0.144153E+02   0.000000E+00   0.121164E+02   0.329572E-08   0.169313E-05   0.106869E-06
  1524   0.620912E+03   0.145505E+02   0.000000E+00   0.122887E+02   0.329203E-08   0.168178E-05   0.108595E-06
  1525   0.617225E+03   0.146864E+02   0.000000E+00   0.124484E+02   0.328834E-08   0.167031E-05   0.110303E-06
  1526   0.613540E+03   0.148229E+02   0.000000E+00   0.125955E+02   0.328466E-08   0.165872E-05   0.111991E-06
  1527   0.609857E+03   0.149600E+02   0.000000E+00   0.127301E+02   0.328099E-08   0.164702E-05   0.113661E-06
  1528   0.606176E+03   0.150975E+02   0.000000E+00   0.128522E+02   0.327732E-08   0.163521E-05   0.115312E-06
  1529   0.602500E+03   0.152355E+02   0.000000E+00   0.129619E+02   0.327365E-08   0.162330E-05   0.116943E-06
  1530   0.598828E+03   0.153739E+02   0.000000E+00   0.130591E+02   0.327000E-08   0.161130E-05   0.118556E-06
  1531   0.595162E+03   0.155126E+02   0.000000E+00   0.131437E+02   0.326635E-08   0.159921E-05   0.120149E-06
  1532   0.591502E+03   0.156516E+02   0.000000E+00   0.132160E+02   0.326270E-08   0.158703E-05   0.121723E-06
  1533   0.587850E+03   0.157906E+02   0.000000E+00   0.132758E+02   0.325906E-08   0.157476E-05   0.123278E-06
  1534   0.584206E+03   0.159298E+02   0.000000E+00   0.133233E+02   0.325543E-08   0.156242E-05   0.124814E-06
  1535   0.580572E+03   0.160691E+02   0.000000E+00   0.133585E+02   0.325181E-08   0.155001E-05   0.126330E-06
  1536   0.576947E+03   0.162083E+02   0.000000E+00   0.133814E+02   0.324819E-08   0.153754E-05   0.127826E-06
  1537   0.573332E+03   0.163473E+02   0.000000E+00   0.133920E+02   0.324457E-08   0.152500E-05   0.129304E-06
  1538   0.569730E+03   0.164863E+02   0.000000E+00   0.133904E+02   0.324096E-08   0.151240E-05   0.130761E-06
  1539   0.566141E+03   0.166250E+02   0.000000E+00   0.133767E+02   0.323736E-08   0.149975E-05   0.132199E-06
  1540   0.562564E+03   0.167634E+02   0.000000E+00   0.133510E+02   0.323376E-08   0.148705E-05   0.133617E-06
  1541   0.559002E+03   0.169015E+02   0.000000E+00   0.133134E+02   0.323017E-08   0.147431E-05   0.135016E-06
  1542   0.555457E+03   0.170392E+02   0.000000E+00   0.132639E+02   0.322659E-08   0.146153E-05   0.136394E-06
  1543   0.551926E+03   0.171764E+02   0.000000E+00   0.132025E+02   0.322301E-08   0.144872E-05   0.137753E-06
  1544   0.548414E+03   0.173132E+02   0.000000E+00   0.131296E+02   0.321944E-08   0.143588E-05   0.139092E-06
  1545   0.544919E+03   0.174493E+02   0.000000E+00   0.130450E+02   0.321587E-08   0.142302E-05   0.140411E-06
  1546   0.541443E+03   0.175847E+02   0.000000E+00   0.129489E+02   0.321231E-08   0.141014E-05   0.141709E-06
  1547   0.537987E+03   0.177195E+02   0.000000E+00   0.128414E+02   0.320876E-08   0.139724E-05   0.142988E-06
  1548   0.534550E+03   0.178535E+02   0.000000E+00   0.127226E+02   0.320521E-08   0.138434E-05   0.144247E-06
  1549   0.531135E+03   0.179866E+02   0.000000E+00   0.125925E+02   0.320166E-08   0.137143E-05   0.145485E-06
  1550   0.527741E+03   0.181188E+02   0.000000E+00   0.124514E+02   0.319813E-08   0.135852E-05   0.146703E-06
  1551   0.524370E+03   0.182501E+02   0.000000E+00   0.122992E+02   0.319459E-08   0.134562E-05   0.147900E-06
  1552   0.521021E+03   0.183803E+02   0.000000E+00   0.121361E+02   0.319107E-08   0.133272E-05   0.149077E-06
  1553   0.517698E+03   0.185095E+02   0.000000E+00   0.119623E+02   0.318755E-08   0.131983E-05   0.150234E-06
  1554   0.514397E+03   0.186376E+02   0.000000E+00   0.117778E+02   0.318403E-08   0.130696E-05   0.151370E-06
  1555   0.511123E+03   0.187644E+02   0.000000E+00   0.115828E+02   0.318053E-08   0.129410E-05   0.152486E-06
  1556   0.507874E+03   0.188901E+02   0.000000E+00   0.113775E+02   0.317702E-08   0.128125E-05   0.153582E-06
  1557   0.504652E+03   0.190144E+02   0.000000E+00   0.111619E+02   0.317353E-08   0.126842E-05   0.154657E-06
  1558   0.501457E+03   0.191374E+02   0.000000E+00   0.109363E+02   0.317003E-08   0.125561E-05   0.155712E-06
  1559   0.498290E+03   0.192590E+02   0.000000E+00   0.107007E+02   0.316655E-08   0.124282E-05   0.156746E-06
  1560   0.495152E+03   0.193791E+02   0.000000E+00   0.104553E+02   0.316307E-08   0.123006E-05   0.157760E-06
  1561   0.492043E+03   0.194978E+02   0.000000E+00   0.102004E+02   0.315959E-08   0.121731E-05   0.158753E-06
  1562   0.488964E+03   0.196149E+02   0.000000E+00   0.993595E+01   0.315613E-08   0.120460E-05   0.159726E-06
  1563   0.485915E+03   0.197304E+02   0.000000E+00   0.966223E+01   0.315266E-08   0.119191E-05   0.160679E-06
  1564   0.482898E+03   0.198443E+02   0.000000E+00   0.937936E+01   0.314921E-08   0.117926E-05   0.161610E-06
  1565   0.479912E+03   0.199565E+02   0.000000E+00   0.908758E+01   0.314575E-08   0.116663E-05   0.162522E-06
  1566   0.476958E+03   0.200669E+02   0.000000E+00   0.878695E+01   0.314231E-08   0.115404E-05   0.163413E-06
  1567   0.474037E+03   0.201756E+02   0.000000E+00   0.847770E+01   0.313887E-08   0.114149E-05   0.164283E-06
  1568   0.471149E+03   0.202825E+02   0.000000E+00   0.815991E+01   0.313543E-08   0.112898E-05   0.165133E-06
  1569   0.468295E+03   0.203874E+02   0.000000E+00   0.783387E+01   0.313200E-08   0.111650E-05   0.165962E-06
  1570   0.465474E+03   0.204905E+02   0.000000E+00   0.749973E+01   0.312858E-08   0.110407E-05   0.166771E-06
  1571   0.462690E+03   0.205914E+02   0.000000E+00   0.715760E+01   0.312516E-08   0.109168E-05   0.167559E-06
  1572   0.459939E+03   0.206905E+02   0.000000E+00   0.680767E+01   0.312175E-08   0.107934E-05   0.168327E-06
  1573   0.457224E+03   0.207875E+02   0.000000E+00   0.645014E+01   0.311834E-08   0.106704E-05   0.169074E-06
  1574   0.454545E+03   0.208823E+02   0.000000E+00   0.608523E+01   0.311494E-08   0.105480E-05   0.169800E-06
  1575   0.451903E+03   0.209750E+02   0.000000E+00   0.571314E+01   0.311155E-08   0.104260E-05   0.170506E-06
  1576   0.449297E+03   0.210656E+02   0.000000E+00   0.533408E+01   0.310816E-08   0.103046E-05   0.171191E-06
  1577   0.446730E+03   0.211540E+02   0.000000E+00   0.494825E+01   0.310477E-08   0.101838E-05   0.171856E-06
  1578   0.444199E+03   0.212402E+02   0.000000E+00   0.455587E+01   0.310139E-08   0.100635E-05   0.172500E-06
  1579   0.441708E+03   0.213241E+02   0.000000E+00   0.415712E+01   0.309802E-08   0.994380E-06   0.173123E-06
  1580   0.439254E+03   0.214057E+02   0.000000E+00   0.375221E+01   0.309465E-08   0.982473E-06   0.173726E-06
  1581   0.436840E+03   0.214850E+02   0.000000E+00   0.334134E+01   0.309129E-08   0.970629E-06   0.174308E-06
  1582   0.434465E+03   0.215621E+02   0.000000E+00   0.292468E+01   0.308793E-08   0.958850E-06   0.174869E-06
  1583   0.432130E+03   0.216366E+02   0.000000E+00   0.250244E+01   0.308458E-08   0.947137E-06   0.175410E-06
  1584   0.429834E+03   0.217088E+02   0.000000E+00   0.207481E+01   0.308123E-08   0.935494E-06   0.175930E-06
  1585   0.427577E+03   0.217784E+02   0.000000E+00   0.164198E+01   0.307789E-08   0.923922E-06   0.176429E-06
  1586   0.425361E+03   0.218456E+02   0.000000E+00   0.120413E+01   0.307455E-08   0.912422E-06   0.176908E-06
  1587   0.423185E+03   0.219103E+02   0.000000E+00   0.761492E+00   0.307122E-08   0.900997E-06   0.177366E-06
  1588   0.421050E+03   0.219724E+02   0.000000E+00   0.314258E+00   0.306790E-08   0.889648E-06   0.177803E-06
  1589   0.418955E+03   0.220320E+02   0.000000E+00  -0.137365E+00   0.306458E-08   0.878378E-06   0.178219E-06
  1590   0.416901E+03   0.220889E+02   0.000000E+00  -0.593167E+00   0.306126E-08   0.867188E-06   0.178615E-06
  1591   0.414888E+03   0.221433E+02   0.000000E+00  -0.105294E+01   0.305796E-08   0.856081E-06   0.178990E-06
  1592   0.412916E+03   0.221950E+02   0.000000E+00  -0.151647E+01   0.305465E-08   0.845058E-06   0.179344E-06
  1593   0.410985E+03   0.222440E+02   0.000000E+00  -0.198357E+01   0.305135E-08   0.834120E-06   0.179677E-06
  1594   0.409096E+03   0.222903E+02   0.000000E+00  -0.245400E+01   0.304806E-08   0.823271E-06   0.179990E-06
  1595   0.407249E+03   0.223339E+02   0.000000E+00  -0.292757E+01   0.304477E-08   0.812512E-06   0.180282E-06
  1596   0.405442E+03   0.223749E+02   0.000000E+00  -0.340405E+01   0.304149E-08   0.801845E-06   0.180553E-06
  1597   0.403678E+03   0.224130E+02   0.000000E+00  -0.388325E+01   0.303821E-08   0.791271E-06   0.180803E-06
  1598   0.401955E+03   0.224485E+02   0.000000E+00  -0.436493E+01   0.303494E-08   0.780793E-06   0.181032E-06
  1599   0.400273E+03   0.224812E+02   0.000000E+00  -0.484890E+01   0.303168E-08   0.770413E-06   0.181241E-06
  1600   0.398634E+03   0.225110E+02   0.000000E+00  -0.533493E+01   0.302841E-08   0.760133E-06   0.181428E-06
  1601   0.397037E+03   0.225381E+02   0.000000E+00  -0.582284E+01   0.302516E-08   0.749953E-06   0.181595E-06
  1602   0.395480E+03   0.225624E+02   0.000000E+00  -0.631241E+01   0.302191E-08   0.739876E-06   0.181741E-06
  1603   0.393965E+03   0.225838E+02   0.000000E+00  -0.680345E+01   0.301866E-08   0.729903E-06   0.181867E-06
  1604   0.392492E+03   0.226025E+02   0.000000E+00  -0.729575E+01   0.301542E-08   0.720034E-06   0.181972E-06
  1605   0.391061E+03   0.226182E+02   0.000000E+00  -0.778913E+01   0.301219E-08   0.710270E-06   0.182057E-06
  1606   0.389670E+03   0.226311E+02   0.000000E+00  -0.828336E+01   0.300896E-08   0.700613E-06   0.182121E-06
  1607   0.388321E+03   0.226412E+02   0.000000E+00  -0.877819E+01   0.300573E-08   0.691063E-06   0.182166E-06
  1608   0.387013E+03   0.226483E+02   0.000000E+00  -0.927355E+01   0.300251E-08   0.681621E-06   0.182190E-06
  1609   0.385745E+03   0.226526E+02   0.000000E+00  -0.976906E+01   0.299930E-08   0.672289E-06   0.182195E-06
  1610   0.384519E+03   0.226540E+02   0.000000E+00  -0.102646E+02   0.299609E-08   0.663067E-06   0.182180E-06
  1611   0.383333E+03   0.226527E+02   0.000000E+00  -0.107599E+02   0.299288E-08   0.653956E-06   0.182146E-06
  1612   0.382188E+03   0.226484E+02   0.000000E+00  -0.112549E+02   0.298968E-08   0.644957E-06   0.182092E-06
  1613   0.381084E+03   0.226414E+02   0.000000E+00  -0.117491E+02   0.298649E-08   0.636072E-06   0.182019E-06
  1614   0.380019E+03   0.226316E+02   0.000000E+00  -0.122425E+02   0.298330E-08   0.627301E-06   0.181927E-06
  1615   0.378995E+03   0.226191E+02   0.000000E+00  -0.127349E+02   0.298012E-08   0.618645E-06   0.181815E-06
  1616   0.378010E+03   0.226037E+02   0.000000E+00  -0.132260E+02   0.297694E-08   0.610105E-06   0.181685E-06
  1617   0.377065E+03   0.225855E+02   0.000000E+00  -0.137157E+02   0.297376E-08   0.601683E-06   0.181537E-06
  1618   0.376160E+03   0.225646E+02   0.000000E+00  -0.142037E+02   0.297060E-08   0.593378E-06   0.181369E-06
  1619   0.375293E+03   0.225408E+02   0.000000E+00  -0.146900E+02   0.296743E-08   0.585193E-06   0.181183E-06
  1620   0.374464E+03   0.225144E+02   0.000000E+00  -0.151742E+02   0.296427E-08   0.577127E-06   0.180979E-06
  1621   0.373675E+03   0.224851E+02   0.000000E+00  -0.156563E+02   0.296112E-08   0.569183E-06   0.180757E-06
